21.172400	1.121000
21.180400	0.842000
21.182100	1.555000
21.182100	1.188000
21.190300	1.039000
21.215700	1.359000
21.230600	1.154000
21.261600	1.073000
21.282900	1.816000
21.299100	1.112000
21.306800	1.023000
21.307900	1.352000
21.309200	1.384000
21.310500	1.239000
21.328800	0.992000
21.331200	1.261000
21.342100	1.127000
21.391800	0.939000
21.401100	1.295000
21.417800	1.001000
21.420400	1.730000
21.441000	1.008000
21.472500	1.069000
21.490300	0.938000
21.490300	1.111000
21.542700	1.324000
21.549900	1.002000
21.552500	2.093000
21.555800	1.329000
21.556200	1.387000
21.584800	1.044000
21.585400	1.324000
21.609700	1.238000
21.636400	0.154000
21.660400	1.151000
21.740200	1.762000
21.744400	1.037000
21.775800	1.038000
21.776800	1.218000
21.810700	1.431000
21.816500	1.416000
21.823500	1.396000
21.824100	1.091000
21.861700	1.426000
21.886800	0.971000
21.892900	1.063000
21.897100	1.198000
21.904400	1.480000
21.947900	1.369000
21.957600	1.445000
21.977400	1.465000
22.056900	1.422000
22.110800	1.256000
22.129100	1.176000
22.139800	1.325000
22.256100	1.165000
22.345700	0.857000
22.353000	1.114000
22.386900	1.144000
22.410900	1.448000
22.428100	1.757000
22.444700	1.311000
22.464100	1.120000
22.466600	1.939000
22.513400	1.606000
22.672400	1.085000
22.810700	1.466000
22.840400	1.121000
22.867500	1.029000
22.903700	1.235000
22.942900	1.482000
22.959000	1.235000
22.971200	0.906000
23.008200	1.345000
23.115800	1.860000
23.170700	1.662000
23.176500	1.477000
23.301800	1.380000
23.338700	1.827000
23.355400	1.354000
23.358100	1.917000
23.391800	1.499000
23.396700	1.238000
23.405000	1.731000
23.405000	0.765000
23.405300	1.071000
23.409600	1.252000
23.445100	1.430000
23.482200	1.803000
23.608700	1.179000
23.684100	1.007000
23.788900	2.042000
23.816600	1.282000
23.819600	1.089000
23.845000	1.159000
23.847800	1.581000
23.914800	1.275000
23.935900	1.511000
23.941900	1.570000
23.997300	0.892000
24.042200	0.915000
24.055200	1.172000
24.106000	1.149000
24.151100	1.683000
24.206600	1.612000
24.252000	1.749000
24.361000	1.802000
24.431200	1.413000
24.434700	1.070000
24.557600	1.542000
24.584100	1.060000
24.586900	1.090000
24.629400	1.531000
24.649900	1.777000
24.870900	1.660000
24.920400	1.284000
25.026800	1.152000
25.040300	1.329000
25.107900	1.483000
25.147100	2.528000
25.170600	1.089000
25.242100	1.348000
25.292100	1.089000
