Evento 	Fecha 	Hora 	Lat 	Long 	Prof.					
(km) 	Int 	Mag 	Tipo Mag 	LocalizaciÛn 	info					
505452	13/08/2004	0:18:17	28.1497	-16.6482	7		1.7	4	SW VILAFLOR.ITF 	[+] info
505700	15/08/2004	0:35:36	28.2156	-16.6826	-999		0.8	4	NW VILAFLOR.ITF 	[+] info
505701	15/08/2004	0:39:17	28.2254	-16.6817	-999		1.1	4	NW VILAFLOR.ITF 	[+] info
505706	15/08/2004	0:41:30	28.2289	-16.6819	-999		1.1	4	NW VILAFLOR.ITF 	[+] info
505703	15/08/2004	0:42:33	28.2199	-16.6891	-999		1.9	4	NW VILAFLOR.ITF 	[+] info
505704	15/08/2004	0:43:15	28.2131	-16.6797	-999		0.7	4	NW VILAFLOR.ITF 	[+] info
505750	15/08/2004	7:49:24	28.1689	-16.6371	4		1.2	4	N VILAFLOR.ITF 	[+] info
506116	17/08/2004	20:49:51	28.2202	-16.6922	-999		1.2	4	E GUÕA DE ISORA.ITF 	[+] info
506303	19/08/2004	5:40:01	28.3161	-16.6961	5		1.6	4	SE ICOD DE LOS VINOS.ITF 	[+] info
506361	19/08/2004	12:06:06	28.2992	-16.6915	-999		2.1	4	SE ICOD DE LOS VINOS.ITF 	[+] info
506379	19/08/2004	13:15:12	28.2753	-16.7708	9		1.4	4	SE SANTIAGO DEL TEIDE.ITF 	[+] info
506398	19/08/2004	16:10:15	28.3084	-16.6933	4		2.1	4	SE ICOD DE LOS VINOS.ITF 	[+] info
506425	20/08/2004	5:21:16	28.1356	-16.1253	2		1.6	4	ATL¡NTICO-CANARIAS 	[+] info
506518	20/08/2004	19:40:59	28.348	-16.6948	14		1.9	4	SE ICOD DE LOS VINOS.ITF 	[+] info
506543	21/08/2004	3:17:26	28.2186	-16.6836	-999		1.8	4	NW VILAFLOR.ITF 	[+] info
506590	22/08/2004	2:47:23	28.1593	-16.6354	14		1.4	4	N VILAFLOR.ITF 	[+] info
506591	22/08/2004	3:46:32	28.1867	-16.6967	-999		1.4	4	NW VILAFLOR.ITF 	[+] info
506832	24/08/2004	3:53:18	28.3546	-16.6991	8		1.1	4	SE ICOD DE LOS VINOS.ITF 	[+] info
507418	27/08/2004	3:44:44	28.3635	-16.6827	9		1.5	4	SW LA GUANCHA.ITF 	[+] info
507562	27/08/2004	15:42:53	28.3349	-16.699	8		1.9	4	SE ICOD DE LOS VINOS.ITF 	[+] info
507611	28/08/2004	0:04:51	28.3339	-16.7116	8		1.1	4	S ICOD DE LOS VINOS.ITF 	[+] info
507614	28/08/2004	2:00:58	28.2913	-16.7071	-999		1	4	S ICOD DE LOS VINOS.ITF 	[+] info
507741	29/08/2004	2:50:14	28.328	-16.6911	8		1.4	4	SE ICOD DE LOS VINOS.ITF 	[+] info
507779	29/08/2004	20:14:43	28.3728	-16.6799	8		1.2	4	W LA GUANCHA.ITF 	[+] info
507780	29/08/2004	21:34:52	28.3574	-16.6927	9		1.3	4	SE ICOD DE LOS VINOS.ITF 	[+] info
507781	29/08/2004	22:03:44	28.3599	-16.6877	10		1	4	SE ICOD DE LOS VINOS.ITF 	[+] info
507797	30/08/2004	4:13:14	28.3817	-16.6812	10		1.2	4	NW LA GUANCHA.ITF 	[+] info
508320	02/09/2004	6:59:41	28.2835	-16.7076	1		1.1	4	S ICOD DE LOS VINOS.ITF 	[+] info
508326	02/09/2004	7:52:04	28.3365	-16.6887	7		1.7	4	SE ICOD DE LOS VINOS.ITF 	[+] info
508585	03/09/2004	17:54:35	28.2861	-16.6986	-999		1.9	4	S ICOD DE LOS VINOS.ITF 	[+] info
508588	03/09/2004	21:55:13	28.1032	-16.1318	-999		1.8	4	ATL¡NTICO-CANARIAS 	[+] info
508600	04/09/2004	1:36:20	28.2834	-16.7024	-999		2	4	S ICOD DE LOS VINOS.ITF 	[+] info
508609	04/09/2004	5:55:42	28.2845	-16.7025	-999		1.6	4	S ICOD DE LOS VINOS.ITF 	[+] info
508614	04/09/2004	8:27:26	28.2959	-16.6887	-999		1.2	4	SE ICOD DE LOS VINOS.ITF 	[+] info
508628	04/09/2004	11:03:18	28.2849	-16.7007	-999		2	4	S ICOD DE LOS VINOS.ITF 	[+] info
508620	04/09/2004	11:42:36	28.4662	-16.3047	-999		2	4	SE SAN CRIST”BAL DE LA LAGUNA.ITF 	[+] info
509090	07/09/2004	2:07:08	28.2868	-16.6983	-999		1.1	4	S ICOD DE LOS VINOS.ITF 	[+] info
509089	07/09/2004	2:09:52	28.2837	-16.7011	-999		1.3	4	S ICOD DE LOS VINOS.ITF 	[+] info
509095	07/09/2004	2:21:13	28.2879	-16.6957	-999		1.1	4	S ICOD DE LOS VINOS.ITF 	[+] info
509092	07/09/2004	2:26:36	28.285	-16.6965	-999		1.2	4	S ICOD DE LOS VINOS.ITF 	[+] info
509111	07/09/2004	3:49:10	28.272	-16.6357	1		1.4	4	S LA GUANCHA.ITF 	[+] info
509226	07/09/2004	14:44:44	28.3231	-16.6841	4		1.6	4	SE ICOD DE LOS VINOS.ITF 	[+] info
509238	07/09/2004	18:43:06	28.2822	-16.7029	-999		1.7	4	S ICOD DE LOS VINOS.ITF 	[+] info
509242	07/09/2004	20:38:58	28.2857	-16.6942	-999		1.6	4	S ICOD DE LOS VINOS.ITF 	[+] info
509248	07/09/2004	21:02:27	28.4821	-16.6029	27		1.2	4	NW PUERTO DE LA CRUZ.ITF 	[+] info
509257	08/09/2004	2:09:51	28.2864	-16.7017	-999		0.9	4	S ICOD DE LOS VINOS.ITF 	[+] info
509306	08/09/2004	9:32:15	28.2943	-16.6935	-999		1.2	4	SE ICOD DE LOS VINOS.ITF 	[+] info
509437	09/09/2004	0:25:47	27.8533	-16.6667	-999		1.7	4	ATL¡NTICO-CANARIAS 	[+] info
509618	10/09/2004	5:10:06	28.2858	-16.6994	-999		1.4	4	S ICOD DE LOS VINOS.ITF 	[+] info
509796	11/09/2004	11:13:54	28.145	-16.2839	19		1.6	4	ATL¡NTICO-CANARIAS 	[+] info
509882	12/09/2004	1:27:50	28.2881	-16.6943	-999		1.3	4	S ICOD DE LOS VINOS.ITF 	[+] info
509889	12/09/2004	7:34:44	28.4317	-16.5516	4		1.3	4	N PUERTO DE LA CRUZ.ITF 	[+] info
511542	20/09/2004	14:18:49	28.1271	-16.1791	-999		1.6	4	ATL¡NTICO-CANARIAS 	[+] info
512491	25/09/2004	18:20:18	28.1353	-16.1458	-999		1.2	4	ATL¡NTICO-CANARIAS 	[+] info
513152	29/09/2004	3:53:55	28.4698	-16.3329	-999	II-III 	2.2	4	SW SAN CRIST”BAL DE LA LAGUNA.ITF 	[+] info
513553	30/09/2004	19:21:04	28.2286	-16.6897	-999		1.3	4	E GUÕA DE ISORA.ITF 	[+] info
513561	30/09/2004	22:31:49	28.2414	-16.6916	-999		1.2	4	NE GUÕA DE ISORA.ITF 	[+] info
513941	03/10/2004	5:39:36	28.5696	-16.6491	-999		1.2	4	ATL¡NTICO-CANARIAS 	[+] info
513981	03/10/2004	14:21:42	28.2861	-16.6992	-999		1	4	S ICOD DE LOS VINOS.ITF 	[+] info
514330	05/10/2004	1:40:25	28.1302	-16.1498	11		2	4	ATL¡NTICO-CANARIAS 	[+] info
514575	05/10/2004	19:23:28	28.2405	-16.467	15		1.1	4	W FASNIA.ITF 	[+] info
515047	07/10/2004	13:11:12	28.3356	-16.6996	8		1.4	4	SE ICOD DE LOS VINOS.ITF 	[+] info
515151	07/10/2004	18:51:08	28.3404	-16.6317	-999		1.1	4	SE LA GUANCHA.ITF 	[+] info
515494	10/10/2004	5:43:58	28.0951	-16.146	-999		1.9	4	ATL¡NTICO-CANARIAS 	[+] info
515495	10/10/2004	5:46:04	28.1029	-16.1608	-999		2.1	4	ATL¡NTICO-CANARIAS 	[+] info
515801	13/10/2004	2:49:03	28.7575	-16.8167	39		1.5	4	ATL¡NTICO-CANARIAS 	[+] info
516067	14/10/2004	3:44:20	28.2965	-16.6728	-999		1.3	4	SE ICOD DE LOS VINOS.ITF 	[+] info
516537	18/10/2004	3:15:36	28.1705	-16.2086	-999		1.2	4	ATL¡NTICO-CANARIAS 	[+] info
516735	19/10/2004	4:44:34	28.2922	-16.6873	-999		1.2	4	SE ICOD DE LOS VINOS.ITF 	[+] info
519144	22/10/2004	12:39:10	28.4426	-16.6159	-999		1.3	4	NE SAN JOS….ITF 	[+] info
517872	25/10/2004	1:16:11	28.5296	-16.6123	-999		1.1	4	ATL¡NTICO-CANARIAS 	[+] info
519109	02/11/2004	1:39:36	28.0298	-16.8968	-999		1.2	4	ATL¡NTICO-CANARIAS 	[+] info
519136	02/11/2004	7:41:28	28.1369	-16.2931	-999		2.1	4	ATL¡NTICO-CANARIAS 	[+] info
519371	02/11/2004	20:47:24	28.4515	-16.653	-999		1.6	4	N SAN JOS….ITF 	[+] info
519596	04/11/2004	2:37:16	28.1925	-16.6738	-999		0.6	4	NW VILAFLOR.ITF 	[+] info
519602	04/11/2004	2:51:47	28.2406	-16.6469	-999		0.8	4	N VILAFLOR.ITF 	[+] info
519604	04/11/2004	2:55:35	28.2456	-16.6999	-999		0.8	4	NE GUÕA DE ISORA.ITF 	[+] info
519605	04/11/2004	2:58:33	28.2292	-16.6901	-999		1	4	E GUÕA DE ISORA.ITF 	[+] info
519616	04/11/2004	4:21:57	28.2365	-16.6557	-999		0.5	4	N VILAFLOR.ITF 	[+] info
519852	05/11/2004	1:40:28	28.2861	-16.6933	-999		0.7	4	S ICOD DE LOS VINOS.ITF 	[+] info
519862	05/11/2004	2:26:13	28.2784	-16.6984	-999		0.7	4	S ICOD DE LOS VINOS.ITF 	[+] info
520210	07/11/2004	1:44:43	27.7754	-15.7256	2		1.9	4	S MOG¡N.IGC 	[+] info
521032	11/11/2004	0:37:49	28.9687	-16.581	-999		1.8	4	ATL¡NTICO-CANARIAS 	[+] info
521606	15/11/2004	3:46:36	28.2615	-16.6549	1		1.2	4	N VILAFLOR.ITF 	[+] info
522091	16/11/2004	23:59:27	28.2833	-16.7047	-999		1.1	4	S ICOD DE LOS VINOS.ITF 	[+] info
522778	18/11/2004	20:52:04	28.1828	-16.1701	-999		1.5	4	ATL¡NTICO-CANARIAS 	[+] info
522796	18/11/2004	21:51:39	28.2034	-16.1648	-999		1.7	4	ATL¡NTICO-CANARIAS 	[+] info
522804	19/11/2004	3:17:42	28.2358	-16.6794	-999		1.5	4	NW VILAFLOR.ITF 	[+] info
523108	19/11/2004	21:33:01	28.006	-16.4631	1		1.2	4	SE GRANADILLA DE ABONA.ITF 	[+] info
523133	20/11/2004	5:54:38	28.0894	-15.9368	-999		1.3	4	ATL¡NTICO-CANARIAS 	[+] info
523204	20/11/2004	20:02:42	28.1409	-16.2061	-999		1	4	ATL¡NTICO-CANARIAS 	[+] info
524483	25/11/2004	3:37:58	28.6657	-16.7903	-999		1.2	4	ATL¡NTICO-CANARIAS 	[+] info
525100	26/11/2004	20:06:38	28.1858	-16.2886	-999		1.7	4	ATL¡NTICO-CANARIAS 	[+] info
525102	26/11/2004	21:43:53	28.2114	-16.3733	-999		0.9	4	SE FASNIA.ITF 	[+] info
525193	27/11/2004	17:34:24	28.0764	-16.1469	4		2	4	ATL¡NTICO-CANARIAS 	[+] info
525194	27/11/2004	19:46:08	28.1214	-16.1681	-999		1.3	4	ATL¡NTICO-CANARIAS 	[+] info
526240	01/12/2004	2:42:03	28.0782	-16.2001	-999		1.9	4	ATL¡NTICO-CANARIAS 	[+] info
528008	08/12/2004	22:22:49	28.1161	-16.103	26		2.9	4	ATL¡NTICO-CANARIAS 	[+] info
528196	09/12/2004	14:16:20	28.4243	-16.6164	-999		1.8	4	NE SAN JOS….ITF 	[+] info
528627	12/12/2004	7:48:46	28.0964	-16.6377	-999		2.5	4	W SAN MIGUEL.ITF 	[+] info
532384	02/01/2005	23:35:03	28.2577	-16.6894	-999		1.1	4	NE GUÕA DE ISORA.ITF 	[+] info
532718	04/01/2005	16:10:27	27.9966	-17.4226	26		2.4	4	ATL¡NTICO-CANARIAS 	[+] info
536925	22/01/2005	11:12:29	28.2437	-16.6934	-999		1.6	4	NE GUÕA DE ISORA.ITF 	[+] info
537046	23/01/2005	1:20:00	28.2748	-16.3999	-999		1.1	4	S G‹ÕMAR.ITF 	[+] info
537230	24/01/2005	7:37:14	28.2219	-16.6849	-999		1.2	4	NW VILAFLOR.ITF 	[+] info
537239	24/01/2005	8:27:40	28.219	-16.6901	-999		1.7	4	E GUÕA DE ISORA.ITF 	[+] info
538035	27/01/2005	0:59:25	28.5003	-16.6266	-999		1.8	4	ATL¡NTICO-CANARIAS 	[+] info
542791	06/02/2005	6:58:45	28.0887	-16.1691	-999		1.8	4	ATL¡NTICO-CANARIAS 	[+] info
545442	13/02/2005	21:26:18	28.6778	-16.8733	38		1.7	4	ATL¡NTICO-CANARIAS 	[+] info
547350	19/02/2005	7:46:43	27.7195	-15.6158	51		2.8	3	SE MOG¡N.IGC 	[+] info
547518	20/02/2005	12:38:23	28.0666	-16.1582	5		1.7	4	ATL¡NTICO-CANARIAS 	[+] info
547527	20/02/2005	12:43:13	28.0556	-16.2424	-999		2.5	4	ATL¡NTICO-CANARIAS 	[+] info
547567	20/02/2005	15:01:28	28.2332	-16.6887	-999		1	4	NE GUÕA DE ISORA.ITF 	[+] info
547574	20/02/2005	15:07:18	28.2315	-16.6892	-999		1.3	4	E GUÕA DE ISORA.ITF 	[+] info
548177	23/02/2005	1:15:57	28.2366	-16.6951	-999		0.8	4	NE GUÕA DE ISORA.ITF 	[+] info
548176	23/02/2005	1:22:12	28.2306	-16.6954	-999		1.4	4	NE GUÕA DE ISORA.ITF 	[+] info
548581	24/02/2005	14:56:15	28.1516	-15.987	32	II 	2.6	4	ATL¡NTICO-CANARIAS 	[+] info
549632	01/03/2005	18:20:42	28.2084	-16.3409	9		1.5	4	SE FASNIA.ITF 	[+] info
549736	02/03/2005	11:54:50	28.1466	-16.0443	-999		1.8	4	ATL¡NTICO-CANARIAS 	[+] info
550187	04/03/2005	4:24:23	28.2221	-16.6894	-999		1.4	4	E GUÕA DE ISORA.ITF 	[+] info
551225	09/03/2005	22:25:25	28.2248	-16.6892	-999		1.1	4	E GUÕA DE ISORA.ITF 	[+] info
551633	11/03/2005	5:05:48	28.2247	-16.6913	-999		1.1	4	E GUÕA DE ISORA.ITF 	[+] info
551669	11/03/2005	8:23:21	28.1972	-16.1303	4		1.4	4	ATL¡NTICO-CANARIAS 	[+] info
552507	14/03/2005	7:09:53	28.2196	-16.6967	-999		1.2	4	E GUÕA DE ISORA.ITF 	[+] info
552508	14/03/2005	7:18:40	28.2216	-16.6901	-999		1.4	4	E GUÕA DE ISORA.ITF 	[+] info
553170	15/03/2005	18:27:45	28.2362	-16.6875	-999		1.1	4	NE GUÕA DE ISORA.ITF 	[+] info
553922	18/03/2005	3:15:56	28.2239	-16.6893	-999		1.1	4	E GUÕA DE ISORA.ITF 	[+] info
554123	18/03/2005	14:27:39	28.1508	-16.2106	34		2.4	4	ATL¡NTICO-CANARIAS 	[+] info
554210	19/03/2005	1:28:32	28.2188	-16.1151	23		1.6	4	ATL¡NTICO-CANARIAS 	[+] info
554369	20/03/2005	1:35:25	28.233	-16.2529	-999		1.7	4	ATL¡NTICO-CANARIAS 	[+] info
554450	20/03/2005	15:07:32	28.2271	-16.6837	-999		1.1	4	E GUÕA DE ISORA.ITF 	[+] info
554451	20/03/2005	15:11:44	28.1929	-16.684	-999		1	4	NW VILAFLOR.ITF 	[+] info
554452	20/03/2005	15:12:08	28.2169	-16.6846	-999		1	4	NW VILAFLOR.ITF 	[+] info
554943	22/03/2005	4:44:46	28.2788	-16.6929	-999		0.4	4	S ICOD DE LOS VINOS.ITF 	[+] info
555916	25/03/2005	2:40:57	28.2003	-16.2695	-999		1.6	4	ATL¡NTICO-CANARIAS 	[+] info
556046	26/03/2005	20:09:52	28.1206	-16.2091	24		1.9	4	ATL¡NTICO-CANARIAS 	[+] info
556794	30/03/2005	2:02:53	28.2277	-16.6875	-999		1.5	4	E GUÕA DE ISORA.ITF 	[+] info
556795	30/03/2005	2:35:03	28.2202	-16.6849	-999		1.4	4	NW VILAFLOR.ITF 	[+] info
557629	31/03/2005	22:24:40	28.1841	-16.1509	29		1.6	4	ATL¡NTICO-CANARIAS 	[+] info
557637	01/04/2005	3:32:08	27.9859	-16.66	1		1.1	4	S ARONA.ITF 	[+] info
557964	02/04/2005	21:05:15	28.21	-16.688	-999		0.8	4	NW VILAFLOR.ITF 	[+] info
557968	02/04/2005	23:45:55	28.2841	-16.7042	-999		1.1	4	S ICOD DE LOS VINOS.ITF 	[+] info
558037	03/04/2005	6:09:02	28.2137	-16.6804	2		1.5	4	NW VILAFLOR.ITF 	[+] info
559120	06/04/2005	8:35:47	28.2008	-16.687	2		1.5	4	NW VILAFLOR.ITF 	[+] info
559132	06/04/2005	10:17:47	28.2062	-16.6864	1		1.2	4	NW VILAFLOR.ITF 	[+] info
560323	08/04/2005	16:50:13	27.769	-16.4521	27		1.7	4	ATL¡NTICO-CANARIAS 	[+] info
560430	09/04/2005	4:53:00	28.1797	-16.6703	2		1.6	4	NW VILAFLOR.ITF 	[+] info
560451	09/04/2005	11:40:30	28.1165	-16.1669	4		1.4	4	ATL¡NTICO-CANARIAS 	[+] info
560750	11/04/2005	0:42:11	28.1186	-16.1176	11		1.6	4	ATL¡NTICO-CANARIAS 	[+] info
562673	15/04/2005	17:30:37	28.206	-16.2418	7		2	4	ATL¡NTICO-CANARIAS 	[+] info
562921	17/04/2005	21:28:07	28.2246	-16.6978	-999		1.3	4	E GUÕA DE ISORA.ITF 	[+] info
565116	25/04/2005	21:14:35	28.1486	-16.1896	4		2.3	4	ATL¡NTICO-CANARIAS 	[+] info
565141	25/04/2005	21:56:06	28.5579	-16.5195	33		1.3	4	ATL¡NTICO-CANARIAS 	[+] info
566845	30/04/2005	20:23:16	28.1363	-16.17	11		1.9	4	ATL¡NTICO-CANARIAS 	[+] info
567180	02/05/2005	10:49:28	28.1331	-16.2627	30		3.4	3	ATL¡NTICO-CANARIAS 	[+] info
568421	06/05/2005	20:33:31	28.071	-16.1757	17		2.2	4	ATL¡NTICO-CANARIAS 	[+] info
568503	07/05/2005	13:50:27	28.0705	-16.1855	24		2.5	4	ATL¡NTICO-CANARIAS 	[+] info
568608	08/05/2005	8:04:02	28.0959	-16.1955	7		1	4	ATL¡NTICO-CANARIAS 	[+] info
569982	12/05/2005	4:45:21	28.5018	-16.6862	3		1.4	4	ATL¡NTICO-CANARIAS 	[+] info
570046	12/05/2005	9:40:28	28.1107	-16.1935	29		2.4	4	ATL¡NTICO-CANARIAS 	[+] info
571167	15/05/2005	7:28:04	28.1439	-16.1918	-999		1.2	4	ATL¡NTICO-CANARIAS 	[+] info
571259	15/05/2005	23:38:48	28.1188	-16.1753	19		1.8	4	ATL¡NTICO-CANARIAS 	[+] info
571326	16/05/2005	5:07:57	28.2002	-16.1488	-999		1.4	4	ATL¡NTICO-CANARIAS 	[+] info
573282	22/05/2005	17:26:06	28.1177	-16.1469	-999		1.7	4	ATL¡NTICO-CANARIAS 	[+] info
574139	25/05/2005	10:50:04	28.1038	-16.1752	-999		2	4	ATL¡NTICO-CANARIAS 	[+] info
574685	27/05/2005	3:34:55	28.064	-16.5855	19		1.2	4	SE SAN MIGUEL.ITF 	[+] info
574687	27/05/2005	3:39:38	28.0832	-16.5846	-999		0.6	4	SE SAN MIGUEL.ITF 	[+] info
574994	28/05/2005	2:15:44	28.2723	-16.4685	-999		1.2	4	NW FASNIA.ITF 	[+] info
575682	31/05/2005	16:01:55	27.7317	-15.6023	-999		2.1	4	SE MOG¡N.IGC 	[+] info
576443	03/06/2005	0:24:49	28.1003	-16.1733	26		2.3	4	ATL¡NTICO-CANARIAS 	[+] info
576461	03/06/2005	0:29:38	28.1056	-16.1633	-999		1.2	4	ATL¡NTICO-CANARIAS 	[+] info
576464	03/06/2005	0:35:14	28.2679	-16.224	-999		1	4	ATL¡NTICO-CANARIAS 	[+] info
576480	03/06/2005	4:22:51	28.106	-16.1733	20		1.6	4	ATL¡NTICO-CANARIAS 	[+] info
576784	03/06/2005	20:35:30	28.0964	-16.1856	-999		1.6	4	ATL¡NTICO-CANARIAS 	[+] info
576806	04/06/2005	0:25:08	28.0474	-16.4594	-999		1	4	SE GRANADILLA DE ABONA.ITF 	[+] info
577564	07/06/2005	13:01:44	28.0143	-16.1774	6		1.4	4	ATL¡NTICO-CANARIAS 	[+] info
578863	11/06/2005	21:10:11	28.1437	-16.1635	-999		1.3	4	ATL¡NTICO-CANARIAS 	[+] info
579803	14/06/2005	13:30:18	28.5426	-16.2378	20		1.5	4	N SANTA CRUZ DE TENERIFE.ITF 	[+] info
580218	15/06/2005	17:19:00	28.365	-16.6906	12		0.9	4	E ICOD DE LOS VINOS.ITF 	[+] info
580565	17/06/2005	1:53:56	28.1544	-16.1534	-999		1	4	ATL¡NTICO-CANARIAS 	[+] info
580580	17/06/2005	4:58:40	28.2366	-16.6929	-999		1.2	4	NE GUÕA DE ISORA.ITF 	[+] info
580588	17/06/2005	5:15:48	28.2787	-16.3701	-999		1.2	4	SE G‹ÕMAR.ITF 	[+] info
580995	18/06/2005	4:39:59	28.172	-16.6944	-999		0.8	4	NW VILAFLOR.ITF 	[+] info
581540	20/06/2005	0:46:32	28.2093	-16.7009	-999		0.7	4	E GUÕA DE ISORA.ITF 	[+] info
581544	20/06/2005	1:04:12	28.2947	-16.6853	-999		1.2	4	SE ICOD DE LOS VINOS.ITF 	[+] info
583475	24/06/2005	16:56:04	28.0554	-16.2171	23		2.7	4	ATL¡NTICO-CANARIAS 	[+] info
583521	24/06/2005	17:11:17	28.191	-16.1411	-999		1.9	4	ATL¡NTICO-CANARIAS 	[+] info
584143	29/06/2005	0:54:47	28.0877	-16.4791	18		1.7	4	S ARICO.ITF 	[+] info
584397	30/06/2005	1:01:01	28.9553	-16.5097	73		2.4	3	ATL¡NTICO-CANARIAS 	[+] info
585056	02/07/2005	1:03:57	28.0524	-16.1536	-999		1.6	4	ATL¡NTICO-CANARIAS 	[+] info
585183	03/07/2005	4:47:47	28.4568	-16.5225	19		1.6	4	NW SANTA ⁄RSULA.ITF 	[+] info
585306	04/07/2005	4:08:53	28.263	-16.644	-999		1.1	4	N VILAFLOR.ITF 	[+] info
586984	10/07/2005	12:12:44	28.1576	-16.5052	1		1.9	4	SW ARICO.ITF 	[+] info
587126	11/07/2005	0:30:15	28.0918	-16.2298	-999		1.4	4	ATL¡NTICO-CANARIAS 	[+] info
587516	11/07/2005	23:59:38	27.9002	-16.1325	-999		1.9	4	ATL¡NTICO-CANARIAS 	[+] info
588584	14/07/2005	22:48:31	28.1729	-16.532	-999		1.6	4	W ARICO.ITF 	[+] info
589992	20/07/2005	9:49:14	28.0041	-16.3076	9		2.3	4	ATL¡NTICO-CANARIAS 	[+] info
590504	21/07/2005	22:56:17	28.2257	-16.6884	-999		1.9	4	E GUÕA DE ISORA.ITF 	[+] info
591794	28/07/2005	1:54:34	28.042	-16.4805	-999		1.3	4	SE GRANADILLA DE ABONA.ITF 	[+] info
591939	28/07/2005	11:18:21	28.1079	-16.6244	-999		1.4	4	NW SAN MIGUEL.ITF 	[+] info
592579	01/08/2005	23:50:17	27.9069	-16.4828	20		1.4	4	ATL¡NTICO-CANARIAS 	[+] info
593698	06/08/2005	22:09:34	28.343	-16.7005	10		1.3	4	SE ICOD DE LOS VINOS.ITF 	[+] info
593854	07/08/2005	21:39:01	28.337	-16.6903	10		1.7	4	SE ICOD DE LOS VINOS.ITF 	[+] info
594975	12/08/2005	3:55:25	28.9724	-16.3682	111		0.9	3	ATL¡NTICO-CANARIAS 	[+] info
596917	22/08/2005	7:05:03	28.1801	-16.2237	41		2.8	3	ATL¡NTICO-CANARIAS 	[+] info
597920	26/08/2005	2:44:02	28.1649	-16.7307	-999		1.2	4	N ADEJE.ITF 	[+] info
599387	01/09/2005	1:20:02	28.0849	-16.2384	6		2.3	4	ATL¡NTICO-CANARIAS 	[+] info
600004	02/09/2005	15:14:10	28.0484	-16.2459	7		2.6	4	ATL¡NTICO-CANARIAS 	[+] info
600009	02/09/2005	15:17:39	28.0435	-16.2375	4		2.4	4	ATL¡NTICO-CANARIAS 	[+] info
601414	09/09/2005	5:40:58	28.2283	-16.6884	-999		1.1	4	E GUÕA DE ISORA.ITF 	[+] info
601416	09/09/2005	6:07:28	28.2039	-16.5483	-999		0.8	4	NW ARICO.ITF 	[+] info
601654	10/09/2005	5:02:19	28.0532	-16.1947	2		1.8	4	ATL¡NTICO-CANARIAS 	[+] info
602962	17/09/2005	14:59:51	27.9658	-16.1911	4		1.7	4	ATL¡NTICO-CANARIAS 	[+] info
602971	17/09/2005	16:23:32	28.0242	-16.1551	20		2.8	4	ATL¡NTICO-CANARIAS 	[+] info
603833	21/09/2005	21:05:36	28.1301	-16.959	-999		0.7	4	ATL¡NTICO-CANARIAS 	[+] info
604732	25/09/2005	3:50:25	28.1273	-16.1223	11		2.1	4	ATL¡NTICO-CANARIAS 	[+] info
604868	25/09/2005	19:38:33	28.3767	-16.575	-999		1.2	4	SE REALEJO ALTO.ITF 	[+] info
606699	04/10/2005	2:43:39	28.2359	-16.7022	-999		1.1	4	NE GUÕA DE ISORA.ITF 	[+] info
610786	22/10/2005	3:06:47	28.1098	-16.2663	8		2.2	4	ATL¡NTICO-CANARIAS 	[+] info
611349	25/10/2005	13:38:53	28.1044	-16.835	-999		1.2	4	W ADEJE.ITF 	[+] info
611411	25/10/2005	22:03:10	28.219	-16.6907	-999		1.3	4	E GUÕA DE ISORA.ITF 	[+] info
612303	02/11/2005	2:59:37	27.9507	-16.164	30		1.5	4	ATL¡NTICO-CANARIAS 	[+] info
612767	05/11/2005	12:14:54	28.2629	-16.2872	-999		1.8	4	ATL¡NTICO-CANARIAS 	[+] info
612775	05/11/2005	15:24:03	28.2062	-16.0927	39		1.6	4	ATL¡NTICO-CANARIAS 	[+] info
614250	16/11/2005	13:37:45	28.1472	-16.1832	29		2.3	4	ATL¡NTICO-CANARIAS 	[+] info
614666	18/11/2005	0:36:06	28.1378	-16.1736	23		1.8	4	ATL¡NTICO-CANARIAS 	[+] info
614918	19/11/2005	3:21:59	28.2525	-16.612	-999		1.6	4	N VILAFLOR.ITF 	[+] info
614922	19/11/2005	9:25:00	28.4663	-16.6388	33		1.5	4	N SAN JOS….ITF 	[+] info
615332	22/11/2005	7:04:16	27.8383	-16.597	-999		1.5	4	ATL¡NTICO-CANARIAS 	[+] info
615371	22/11/2005	11:32:22	28.5596	-16.6888	43		4	3	ATL¡NTICO-CANARIAS 	[+] info
615713	24/11/2005	4:26:50	28.4779	-16.5944	18		1.2	4	NW PUERTO DE LA CRUZ.ITF 	[+] info
615816	24/11/2005	10:28:38	28.5161	-16.6923	35		1.7	4	ATL¡NTICO-CANARIAS 	[+] info
615943	24/11/2005	20:11:43	27.994	-16.198	28		1.9	4	ATL¡NTICO-CANARIAS 	[+] info
615974	25/11/2005	3:53:52	28.1387	-16.1491	-999		1.1	4	ATL¡NTICO-CANARIAS 	[+] info
615981	25/11/2005	7:08:22	28.4954	-16.6969	38		1.8	3	ATL¡NTICO-CANARIAS 	[+] info
616235	27/11/2005	7:57:39	28.1213	-16.2087	25		1.5	4	ATL¡NTICO-CANARIAS 	[+] info
616236	27/11/2005	9:27:53	28.11	-16.1628	26		2.2	4	ATL¡NTICO-CANARIAS 	[+] info
616975	01/12/2005	3:58:06	27.9635	-16.7346	-999		1.4	4	SW ARONA.ITF 	[+] info
617190	01/12/2005	19:09:18	28.0764	-16.4877	-999		1.9	4	SE GRANADILLA DE ABONA.ITF 	[+] info
