Evento 	Fecha 	Hora 	Lat 	Long 	Prof.					
(km) 	Int 	Mag 	Tipo Mag 	LocalizaciÛn 	info					
362682	02/02/2003	16:17:40	28.1105	-16.2477	-999		2.4	4	ATL¡NTICO-CANARIAS 	[+] info
363135	06/02/2003	5:41:34	28.1408	-16.1883	9		1.7	4	ATL¡NTICO-CANARIAS 	[+] info
363160	06/02/2003	9:56:29	28.3461	-16.2849	22		2.3	3	E CANDELARIA.ITF 	[+] info
363229	06/02/2003	15:10:00	28.1416	-16.0972	42		2.3	3	ATL¡NTICO-CANARIAS 	[+] info
363265	06/02/2003	18:58:47	28.0494	-16.1248	23		2.2	4	ATL¡NTICO-CANARIAS 	[+] info
363984	08/02/2003	10:57:13	28.0517	-16.137	13		1.7	4	ATL¡NTICO-CANARIAS 	[+] info
363543	08/02/2003	15:13:25	28.0731	-16.1328	18		2	4	ATL¡NTICO-CANARIAS 	[+] info
363578	09/02/2003	0:47:51	28.0523	-16.1324	27		2.1	4	ATL¡NTICO-CANARIAS 	[+] info
363624	09/02/2003	13:20:50	28.0615	-16.1302	28		2.3	4	ATL¡NTICO-CANARIAS 	[+] info
363647	09/02/2003	19:00:24	28.0646	-16.1411	33		1.3	4	ATL¡NTICO-CANARIAS 	[+] info
363849	10/02/2003	19:53:03	28.0912	-16.1199	-999		1.5	4	ATL¡NTICO-CANARIAS 	[+] info
364337	12/02/2003	23:40:20	28.0987	-16.1309	-999		2	4	ATL¡NTICO-CANARIAS 	[+] info
367189	28/02/2003	16:42:14	28.1324	-16.1946	10		1.9	4	ATL¡NTICO-CANARIAS 	[+] info
367317	02/03/2003	0:07:46	28.1158	-16.1401	29		2.4	4	ATL¡NTICO-CANARIAS 	[+] info
368237	07/03/2003	12:31:14	28.4159	-15.8701	-999		1.6	4	ATL¡NTICO-CANARIAS 	[+] info
369144	11/03/2003	21:47:45	28.1276	-16.1458	-999		2	4	ATL¡NTICO-CANARIAS 	[+] info
369145	11/03/2003	21:50:43	28.1585	-16.1502	-999		1.6	4	ATL¡NTICO-CANARIAS 	[+] info
371277	24/03/2003	8:11:19	28.1832	-16.335	-999		1.8	4	SE FASNIA.ITF 	[+] info
371529	25/03/2003	3:11:34	28.0868	-16.1667	-999		1.5	4	ATL¡NTICO-CANARIAS 	[+] info
372722	29/03/2003	20:04:51	27.7339	-16.718	-999		1.6	4	ATL¡NTICO-CANARIAS 	[+] info
374239	05/04/2003	17:46:41	28.0242	-16.1841	24		2.2	4	ATL¡NTICO-CANARIAS 	[+] info
374250	05/04/2003	20:54:58	28.0864	-16.2263	29		1.5	4	ATL¡NTICO-CANARIAS 	[+] info
374739	08/04/2003	10:43:21	28.0701	-16.2149	-999		2.1	4	ATL¡NTICO-CANARIAS 	[+] info
375493	10/04/2003	4:50:57	28.147	-16.1894	28		1.6	4	ATL¡NTICO-CANARIAS 	[+] info
378022	28/04/2003	23:22:40	28.2158	-16.1923	24	II 	2.7	4	ATL¡NTICO-CANARIAS 	[+] info
382078	18/05/2003	1:29:51	28.1176	-16.1441	-999		1	4	ATL¡NTICO-CANARIAS 	[+] info
382129	18/05/2003	18:45:33	28.088	-16.1511	26		1.6	4	ATL¡NTICO-CANARIAS 	[+] info
385414	24/05/2003	4:26:19	28.2165	-16.3436	8		1.1	4	E FASNIA.ITF 	[+] info
385961	25/05/2003	22:19:49	28.093	-16.2353	23		2.2	4	ATL¡NTICO-CANARIAS 	[+] info
386296	26/05/2003	17:03:29	28.177	-16.1571	9		1.6	4	ATL¡NTICO-CANARIAS 	[+] info
388926	02/06/2003	1:15:15	28.2485	-16.0655	-999		1.2	4	ATL¡NTICO-CANARIAS 	[+] info
390835	07/06/2003	22:12:18	28.2	-16.7186	-999		1.2	4	E GUÕA DE ISORA.ITF 	[+] info
390679	07/06/2003	22:59:52	28.1334	-16.5045	-999	III 	2.2	4	SW ARICO.ITF 	[+] info
390834	08/06/2003	4:51:54	28.2537	-16.7394	-999		1.1	4	NE GUÕA DE ISORA.ITF 	[+] info
390801	09/06/2003	14:31:22	28.1288	-16.1618	7		2.2	4	ATL¡NTICO-CANARIAS 	[+] info
391857	14/06/2003	15:00:25	28.1212	-16.2159	-999		1.4	4	ATL¡NTICO-CANARIAS 	[+] info
392251	16/06/2003	21:40:22	28.1587	-16.2081	22		1.6	4	ATL¡NTICO-CANARIAS 	[+] info
393503	22/06/2003	9:58:38	28.0529	-16.2313	12		1.5	4	ATL¡NTICO-CANARIAS 	[+] info
398731	11/07/2003	22:10:20	28.1125	-15.9677	-999		1.2	4	ATL¡NTICO-CANARIAS 	[+] info
400022	16/07/2003	16:47:09	28.1937	-16.2064	15		2.1	4	ATL¡NTICO-CANARIAS 	[+] info
400117	17/07/2003	1:01:25	28.1128	-16.2004	-999		1.3	4	ATL¡NTICO-CANARIAS 	[+] info
400852	18/07/2003	21:54:31	28.063	-16.144	8		1.9	4	ATL¡NTICO-CANARIAS 	[+] info
401491	21/07/2003	11:04:18	28.1354	-16.1674	30		3.1	3	ATL¡NTICO-CANARIAS 	[+] info
402461	23/07/2003	23:05:51	28.1022	-16.1294	1		1.8	4	ATL¡NTICO-CANARIAS 	[+] info
402829	25/07/2003	5:47:33	28.0406	-16.1657	16		2.3	4	ATL¡NTICO-CANARIAS 	[+] info
402947	25/07/2003	11:07:24	28.1034	-16.1195	-999		1.5	4	ATL¡NTICO-CANARIAS 	[+] info
403546	27/07/2003	15:14:36	28.4509	-16.5754	-999		1.4	4	NW PUERTO DE LA CRUZ.ITF 	[+] info
403934	28/07/2003	23:35:28	28.1259	-16.1332	-999		1.2	4	ATL¡NTICO-CANARIAS 	[+] info
403963	29/07/2003	3:47:08	28.123	-16.224	32		2.9	4	ATL¡NTICO-CANARIAS 	[+] info
405097	03/08/2003	1:09:04	28.0914	-15.643	-999		1.4	4	S SANTA MARÕA DE GUÕA DE GRAN CANARIA.IGC 	[+] info
406039	05/08/2003	21:47:28	28.0436	-16.1875	21		1.3	4	ATL¡NTICO-CANARIAS 	[+] info
406322	06/08/2003	16:16:03	28.1148	-16.1829	6		1.8	4	ATL¡NTICO-CANARIAS 	[+] info
407108	10/08/2003	6:29:51	28.993	-16.2301	47		3.1	3	ATL¡NTICO-CANARIAS 	[+] info
407609	12/08/2003	11:23:45	28.0686	-16.1621	3		1.8	4	ATL¡NTICO-CANARIAS 	[+] info
408507	15/08/2003	17:47:35	28.6263	-16.6644	-999		1.6	4	ATL¡NTICO-CANARIAS 	[+] info
408517	15/08/2003	22:31:40	28.4455	-16.8967	-999		1.2	4	NW BUENAVISTA DEL NORTE.ITF 	[+] info
409035	19/08/2003	12:25:25	28.132	-16.2055	13		2.3	4	ATL¡NTICO-CANARIAS 	[+] info
409513	20/08/2003	23:23:00	28.1898	-16.2935	-999		1.1	4	ATL¡NTICO-CANARIAS 	[+] info
410223	23/08/2003	6:06:38	28.081	-16.1609	-999		1.1	4	ATL¡NTICO-CANARIAS 	[+] info
412037	29/08/2003	7:45:46	28.0812	-16.2666	8		1.5	4	ATL¡NTICO-CANARIAS 	[+] info
411998	30/08/2003	20:28:25	28.1981	-16.2894	15		2	4	ATL¡NTICO-CANARIAS 	[+] info
411994	30/08/2003	20:28:40	28.1275	-16.1539	15		2.6	4	ATL¡NTICO-CANARIAS 	[+] info
411993	30/08/2003	20:32:42	28.1154	-16.1369	20		2.5	4	ATL¡NTICO-CANARIAS 	[+] info
412001	30/08/2003	20:52:54	28.1306	-16.1467	-999		1.2	4	ATL¡NTICO-CANARIAS 	[+] info
412006	31/08/2003	0:58:21	28.1004	-16.1384	27		2.2	4	ATL¡NTICO-CANARIAS 	[+] info
412048	31/08/2003	10:39:59	28.1366	-16.1483	24		2.5	4	ATL¡NTICO-CANARIAS 	[+] info
412058	31/08/2003	12:17:09	28.1096	-16.1302	-999		1.6	4	ATL¡NTICO-CANARIAS 	[+] info
412175	01/09/2003	9:46:16	28.2025	-16.8833	76		2.5	3	W GUÕA DE ISORA.ITF 	[+] info
412325	01/09/2003	20:01:17	28.1343	-16.1151	-999		1.4	4	ATL¡NTICO-CANARIAS 	[+] info
412923	04/09/2003	2:08:17	28.1328	-16.1364	-999		1.6	3	ATL¡NTICO-CANARIAS 	[+] info
412927	04/09/2003	2:37:18	28.1427	-16.2176	29		1.6	4	ATL¡NTICO-CANARIAS 	[+] info
417193	19/09/2003	5:48:17	28.3575	-15.9317	9		1.4	4	ATL¡NTICO-CANARIAS 	[+] info
417551	19/09/2003	21:59:53	28.3273	-16.4524	22		1.5	4	SW ARAFO.ITF 	[+] info
419578	23/09/2003	5:48:26	28.1923	-16.0882	26		1.6	4	ATL¡NTICO-CANARIAS 	[+] info
419544	23/09/2003	12:22:25	28.1501	-16.2097	31		1.8	4	ATL¡NTICO-CANARIAS 	[+] info
419957	24/09/2003	22:13:20	28.3571	-16.445	27		1.8	4	NW ARAFO.ITF 	[+] info
421325	27/09/2003	17:37:35	28.0776	-16.158	36		2.1	4	ATL¡NTICO-CANARIAS 	[+] info
422289	30/09/2003	10:04:22	28.0929	-16.284	30		1.7	4	ATL¡NTICO-CANARIAS 	[+] info
425454	10/10/2003	0:10:29	28.1217	-16.1846	-999		1.4	4	ATL¡NTICO-CANARIAS 	[+] info
426001	11/10/2003	15:31:40	28.1673	-16.1788	-999		1	4	ATL¡NTICO-CANARIAS 	[+] info
426636	14/10/2003	3:01:59	28.0591	-16.1846	32		1.3	4	ATL¡NTICO-CANARIAS 	[+] info
426869	14/10/2003	12:01:12	28.0527	-16.1882	27		1.9	4	ATL¡NTICO-CANARIAS 	[+] info
427876	18/10/2003	12:32:12	28.1303	-16.216	-999		1.6	4	ATL¡NTICO-CANARIAS 	[+] info
427916	19/10/2003	1:00:48	28.1066	-16.194	4		1.4	4	ATL¡NTICO-CANARIAS 	[+] info
428299	21/10/2003	6:47:26	28.5629	-16.7855	-999		1.3	4	ATL¡NTICO-CANARIAS 	[+] info
430129	28/10/2003	22:42:27	27.9616	-15.5396	-999	IV 	2.8	4	NE SAN BARTOLOM… DE TIRAJANA.IGC 	[+] info
430780	01/11/2003	13:14:26	27.9333	-16.1489	-999		1.7	4	ATL¡NTICO-CANARIAS 	[+] info
431232	04/11/2003	2:58:09	28.116	-16.1585	-999		1.3	4	ATL¡NTICO-CANARIAS 	[+] info
431564	04/11/2003	21:42:30	28.1105	-16.1564	28		1.7	4	ATL¡NTICO-CANARIAS 	[+] info
432735	08/11/2003	18:26:22	28.1019	-16.1688	23		2.5	4	ATL¡NTICO-CANARIAS 	[+] info
435652	16/11/2003	16:47:18	28.1303	-16.1958	-999		1.5	4	ATL¡NTICO-CANARIAS 	[+] info
436944	20/11/2003	5:04:52	28.0937	-16.1994	-999		1.1	4	ATL¡NTICO-CANARIAS 	[+] info
437331	20/11/2003	20:03:29	28.0917	-16.1577	37		3.4	3	ATL¡NTICO-CANARIAS 	[+] info
437701	22/11/2003	6:20:46	28.0418	-16.1623	27		1.8	4	ATL¡NTICO-CANARIAS 	[+] info
440909	08/12/2003	17:25:22	28.1786	-16.3119	-999		1.4	4	ATL¡NTICO-CANARIAS 	[+] info
440654	10/12/2003	7:01:07	28.0667	-16.1528	-999		2.1	4	ATL¡NTICO-CANARIAS 	[+] info
441235	12/12/2003	4:22:51	28.1377	-16.3734	12		1.3	4	SE ARICO.ITF 	[+] info
442772	19/12/2003	1:54:04	28.2599	-16.3671	-999		1.2	4	NE FASNIA.ITF 	[+] info
443708	24/12/2003	6:50:58	27.806	-15.5525	-999		1.8	4	S SANTA LUCÕA DE TIRAJANA.IGC 	[+] info
444923	29/12/2003	21:38:58	28.2237	-16.3486	-999		1.5	4	E FASNIA.ITF 	[+] info
550975	01/01/2004	15:15:11	28.1816	-16.2757	-999		1.6	4	ATL¡NTICO-CANARIAS 	[+] info
445473	04/01/2004	2:49:39	28.2554	-16.3774	-999		1.8	4	E FASNIA.ITF 	[+] info
445864	06/01/2004	22:14:36	28.1796	-16.19	31		1.2	4	ATL¡NTICO-CANARIAS 	[+] info
445871	07/01/2004	0:20:49	28.436	-16.3372	-999	II 	1.7	4	SE LA ESPERANZA.ITF 	[+] info
445890	07/01/2004	2:35:40	27.8971	-16.1555	-999		1.1	4	ATL¡NTICO-CANARIAS 	[+] info
449343	20/01/2004	17:00:22	28.9804	-16.5482	65		3.3	3	ATL¡NTICO-CANARIAS 	[+] info
450743	26/01/2004	2:53:05	28.3013	-16.5247	2		0.9	4	S LA OROTAVA.ITF 	[+] info
454080	06/02/2004	20:37:31	28.1206	-16.1399	11		1.7	4	ATL¡NTICO-CANARIAS 	[+] info
454498	09/02/2004	6:39:12	28.247	-16.3909	13		1.5	4	E FASNIA.ITF 	[+] info
455101	10/02/2004	21:10:15	28.03	-16.1846	24		2.5	4	ATL¡NTICO-CANARIAS 	[+] info
455690	12/02/2004	16:35:36	28.1197	-16.1754	-999		1.8	4	ATL¡NTICO-CANARIAS 	[+] info
456786	17/02/2004	3:33:03	27.6961	-15.8998	-999		1.6	4	ATL¡NTICO-CANARIAS 	[+] info
457350	19/02/2004	7:27:38	28.1714	-16.1698	-999		1.3	4	ATL¡NTICO-CANARIAS 	[+] info
458054	23/02/2004	1:17:42	28.085	-16.2303	24		1.3	4	ATL¡NTICO-CANARIAS 	[+] info
458352	23/02/2004	21:26:35	28.2273	-16.2942	8		1.5	4	ATL¡NTICO-CANARIAS 	[+] info
463493	04/03/2004	6:47:37	28.166	-16.157	-999		1.8	4	ATL¡NTICO-CANARIAS 	[+] info
464147	05/03/2004	18:52:32	28.1431	-16.207	26		0.9	4	ATL¡NTICO-CANARIAS 	[+] info
466774	14/03/2004	20:10:38	28.0543	-16.1417	26		2.1	4	ATL¡NTICO-CANARIAS 	[+] info
468193	17/03/2004	17:31:40	27.7992	-15.5246	-999		2	4	S SANTA LUCÕA DE TIRAJANA.IGC 	[+] info
468222	17/03/2004	22:47:54	28.1479	-16.1531	-999		1.6	4	ATL¡NTICO-CANARIAS 	[+] info
469203	21/03/2004	1:02:47	28.124	-16.1549	-999		1.2	4	ATL¡NTICO-CANARIAS 	[+] info
470745	26/03/2004	7:03:26	28.6365	-16.1779	28		1.8	4	NE TEGUESTE.ITF 	[+] info
471081	27/03/2004	7:05:14	28.1385	-16.1546	-999		1.9	4	ATL¡NTICO-CANARIAS 	[+] info
471542	28/03/2004	19:29:42	28.148	-16.142	-999		1.5	4	ATL¡NTICO-CANARIAS 	[+] info
472062	29/03/2004	2:01:50	28.0319	-16.254	-999		1.5	4	ATL¡NTICO-CANARIAS 	[+] info
473549	04/04/2004	18:17:18	28.132	-16.2125	1		1.4	4	ATL¡NTICO-CANARIAS 	[+] info
476832	15/04/2004	8:22:58	28.0693	-16.1737	31		2	4	ATL¡NTICO-CANARIAS 	[+] info
478678	21/04/2004	16:36:31	28.0747	-16.3012	32		1.8	4	ATL¡NTICO-CANARIAS 	[+] info
478687	21/04/2004	18:05:19	28.1931	-16.4768	9		2.1	4	N ARICO.ITF 	[+] info
478731	22/04/2004	2:14:53	28.2923	-16.6493	12		1.4	4	S LA GUANCHA.ITF 	[+] info
479275	23/04/2004	18:20:19	28.0388	-16.1978	3		1.7	4	ATL¡NTICO-CANARIAS 	[+] info
479435	24/04/2004	10:02:22	28.3108	-16.6942	-999		1.6	4	SE ICOD DE LOS VINOS.ITF 	[+] info
479597	25/04/2004	0:29:54	28.237	-16.7134	-999		1	4	NE GUÕA DE ISORA.ITF 	[+] info
479599	25/04/2004	1:27:27	28.2229	-16.7065	-999		1.1	4	E GUÕA DE ISORA.ITF 	[+] info
479646	25/04/2004	5:35:09	28.2147	-16.7008	-999		1.8	4	E GUÕA DE ISORA.ITF 	[+] info
481225	30/04/2004	0:34:03	28.1406	-16.2156	7		1.3	4	ATL¡NTICO-CANARIAS 	[+] info
481229	30/04/2004	1:14:27	28.1545	-16.2407	17		1.6	4	ATL¡NTICO-CANARIAS 	[+] info
481336	30/04/2004	10:46:02	28.144	-16.1376	2		2	4	ATL¡NTICO-CANARIAS 	[+] info
482109	04/05/2004	3:24:29	28.3054	-16.672	11		2	4	SW LA GUANCHA.ITF 	[+] info
482958	07/05/2004	8:57:17	28.3496	-16.7133	-999		1.6	4	S ICOD DE LOS VINOS.ITF 	[+] info
482960	07/05/2004	8:58:03	28.3351	-16.7173	-999	II 	1.9	4	S ICOD DE LOS VINOS.ITF 	[+] info
482998	08/05/2004	5:59:50	28.3384	-16.7106	-999		1.5	4	S ICOD DE LOS VINOS.ITF 	[+] info
483043	08/05/2004	18:19:24	28.6924	-15.658	44		3.1	3	ATL¡NTICO-CANARIAS 	[+] info
483049	08/05/2004	23:32:25	28.2961	-16.686	11		1.5	4	SE ICOD DE LOS VINOS.ITF 	[+] info
483673	11/05/2004	14:17:51	28.3514	-16.7297	-999		1.8	4	SW ICOD DE LOS VINOS.ITF 	[+] info
483720	11/05/2004	20:31:11	28.3086	-16.6862	11	IV 	2.6	4	SE ICOD DE LOS VINOS.ITF 	[+] info
483735	11/05/2004	21:07:22	28.3315	-16.7136	-999		1.7	4	S ICOD DE LOS VINOS.ITF 	[+] info
483752	11/05/2004	22:37:15	28.3223	-16.7131	-999		1.6	4	S ICOD DE LOS VINOS.ITF 	[+] info
483777	12/05/2004	3:47:16	28.1576	-16.212	15		1.4	4	ATL¡NTICO-CANARIAS 	[+] info
484111	13/05/2004	6:01:14	28.0996	-16.1174	-999		2	4	ATL¡NTICO-CANARIAS 	[+] info
484388	13/05/2004	21:40:34	28.3034	-16.6777	11		1.5	4	SE ICOD DE LOS VINOS.ITF 	[+] info
484396	13/05/2004	23:26:18	28.3373	-16.7241	-999		1.4	4	SW ICOD DE LOS VINOS.ITF 	[+] info
484806	15/05/2004	22:03:54	28.3506	-16.7138	-999		1.6	4	S ICOD DE LOS VINOS.ITF 	[+] info
484820	16/05/2004	1:47:40	28.0433	-16.169	10		1.4	4	ATL¡NTICO-CANARIAS 	[+] info
485023	16/05/2004	23:51:26	28.255	-16.6611	13		1.4	4	N VILAFLOR.ITF 	[+] info
485018	17/05/2004	0:09:18	28.3322	-16.719	-999		1.1	4	S ICOD DE LOS VINOS.ITF 	[+] info
485035	17/05/2004	3:27:22	28.3239	-16.71	-999		1	4	S ICOD DE LOS VINOS.ITF 	[+] info
598416	17/05/2004	7:31:13	28.3209	-16.6801	-999		1.2	4	SE ICOD DE LOS VINOS.ITF 	[+] info
485047	17/05/2004	7:32:50	28.3228	-16.6826	5	II-III 	2	4	SE ICOD DE LOS VINOS.ITF 	[+] info
598420	17/05/2004	7:36:46	28.2506	-16.6716	18		1.5	4	NW VILAFLOR.ITF 	[+] info
485385	17/05/2004	20:17:31	28.1547	-16.1233	-999		1.5	4	ATL¡NTICO-CANARIAS 	[+] info
485805	19/05/2004	1:43:30	28.1555	-16.1156	-999		2.1	4	ATL¡NTICO-CANARIAS 	[+] info
486453	20/05/2004	17:41:20	28.0325	-16.182	-999		1.4	4	ATL¡NTICO-CANARIAS 	[+] info
486487	21/05/2004	3:13:18	27.859	-15.613	-999		1.7	4	SW SAN BARTOLOM… DE TIRAJANA.IGC 	[+] info
487214	24/05/2004	4:02:58	28.0976	-16.2086	18		2.6	4	ATL¡NTICO-CANARIAS 	[+] info
487500	25/05/2004	1:13:58	28.3425	-16.7105	-999		1	4	S ICOD DE LOS VINOS.ITF 	[+] info
487576	25/05/2004	10:13:09	28.1218	-16.1644	11		1.8	4	ATL¡NTICO-CANARIAS 	[+] info
488933	30/05/2004	8:44:39	28.4649	-16.6217	-999		1.4	4	NE SAN JOS….ITF 	[+] info
489278	31/05/2004	20:13:42	28.0937	-16.2554	8		1.9	4	ATL¡NTICO-CANARIAS 	[+] info
489288	01/06/2004	1:03:11	28.1094	-16.1761	-999		1.2	4	ATL¡NTICO-CANARIAS 	[+] info
489623	01/06/2004	10:42:02	28.1503	-16.1856	-999		1.4	4	ATL¡NTICO-CANARIAS 	[+] info
489888	03/06/2004	2:55:57	28.1936	-16.3356	-999		1.2	4	SE FASNIA.ITF 	[+] info
490090	03/06/2004	19:06:27	28.1451	-16.1139	12		1.8	4	ATL¡NTICO-CANARIAS 	[+] info
491337	08/06/2004	23:10:39	28.2297	-16.6875	-999		1.6	4	E GUÕA DE ISORA.ITF 	[+] info
492566	13/06/2004	1:37:23	28.2266	-16.6889	-999		0.7	4	E GUÕA DE ISORA.ITF 	[+] info
492654	14/06/2004	4:54:36	28.4543	-16.575	-999		1.8	4	NW PUERTO DE LA CRUZ.ITF 	[+] info
493066	15/06/2004	20:37:43	28.2641	-16.7048	-999		1.4	4	NE GUÕA DE ISORA.ITF 	[+] info
493083	16/06/2004	5:52:37	28.2193	-16.3077	-999		1.5	4	E FASNIA.ITF 	[+] info
494277	21/06/2004	0:08:18	28.2815	-16.7094	-999		0.9	4	S ICOD DE LOS VINOS.ITF 	[+] info
494423	21/06/2004	13:34:53	28.7988	-16.1568	36		1.7	4	ATL¡NTICO-CANARIAS 	[+] info
494532	22/06/2004	8:32:45	28.1961	-16.3307	-999		1.5	4	SE FASNIA.ITF 	[+] info
494536	22/06/2004	8:38:32	28.0572	-16.2078	15		2.3	4	ATL¡NTICO-CANARIAS 	[+] info
494778	23/06/2004	2:15:59	28.39	-17.4958	-999		1.5	4	ATL¡NTICO-CANARIAS 	[+] info
495748	27/06/2004	8:00:15	28.2027	-16.2039	-999		1.7	4	ATL¡NTICO-CANARIAS 	[+] info
495869	28/06/2004	1:33:13	28.7621	-17.3511	-999		1.9	4	ATL¡NTICO-CANARIAS 	[+] info
496721	28/06/2004	3:34:21	28.2843	-16.6966	-999		0.9	4	S ICOD DE LOS VINOS.ITF 	[+] info
495874	28/06/2004	3:42:29	28.2851	-16.6995	-999		1.9	4	S ICOD DE LOS VINOS.ITF 	[+] info
495878	28/06/2004	4:23:48	28.2814	-16.7047	-999		1.9	4	S ICOD DE LOS VINOS.ITF 	[+] info
495894	28/06/2004	7:45:15	28.2861	-16.6963	-999		1.7	4	S ICOD DE LOS VINOS.ITF 	[+] info
496196	29/06/2004	4:15:26	28.272	-16.7099	-999		1.4	4	NE GUÕA DE ISORA.ITF 	[+] info
496199	29/06/2004	5:28:24	28.2804	-16.7014	-999		1.3	4	S ICOD DE LOS VINOS.ITF 	[+] info
496413	29/06/2004	20:40:30	27.9844	-16.2848	24		1.3	4	ATL¡NTICO-CANARIAS 	[+] info
496417	29/06/2004	21:25:53	28.3203	-16.5683	-999		2.7	4	S REALEJO ALTO.ITF 	[+] info
496442	29/06/2004	23:32:24	28.3131	-17.2884	-999		1.5	4	ATL¡NTICO-CANARIAS 	[+] info
496925	01/07/2004	16:29:03	28.3004	-16.3822	-999		1.7	4	SE G‹ÕMAR.ITF 	[+] info
497436	04/07/2004	6:05:35	28.2497	-16.713	-999		1.2	4	NE GUÕA DE ISORA.ITF 	[+] info
497437	04/07/2004	6:12:13	28.2507	-16.7156	-999		1.3	4	NE GUÕA DE ISORA.ITF 	[+] info
497551	05/07/2004	0:29:20	28.2829	-16.7016	-999		1.3	4	S ICOD DE LOS VINOS.ITF 	[+] info
497881	06/07/2004	17:50:55	28.1985	-16.6808	1		1.7	4	NW VILAFLOR.ITF 	[+] info
497896	06/07/2004	18:35:05	28.2129	-16.6733	3		1.5	4	NW VILAFLOR.ITF 	[+] info
497887	06/07/2004	18:55:57	28.2245	-16.6889	-999		1.7	4	E GUÕA DE ISORA.ITF 	[+] info
498940	12/07/2004	10:12:43	28.2693	-16.5201	-999		1.9	4	NW FASNIA.ITF 	[+] info
499362	14/07/2004	7:30:24	28.1613	-16.2575	-999		2.3	4	ATL¡NTICO-CANARIAS 	[+] info
499854	15/07/2004	19:04:39	28.2418	-16.6931	-999		1.1	4	NE GUÕA DE ISORA.ITF 	[+] info
499856	15/07/2004	19:15:36	28.2848	-16.6989	-999		1.3	4	S ICOD DE LOS VINOS.ITF 	[+] info
500132	16/07/2004	21:52:03	28.3419	-16.7539	24		1.6	4	S GARACHICO.ITF 	[+] info
500287	17/07/2004	23:24:07	28.9271	-15.8016	48		3.6	3	ATL¡NTICO-CANARIAS 	[+] info
501697	24/07/2004	4:55:09	28.1092	-16.2688	26		1.1	4	ATL¡NTICO-CANARIAS 	[+] info
501780	25/07/2004	0:58:01	28.2756	-16.7112	-999		1.4	4	NE GUÕA DE ISORA.ITF 	[+] info
501778	25/07/2004	0:59:41	28.2826	-16.7008	-999		1.8	4	S ICOD DE LOS VINOS.ITF 	[+] info
501803	25/07/2004	6:16:07	28.2953	-16.6818	-999		0.8	4	SE ICOD DE LOS VINOS.ITF 	[+] info
502241	27/07/2004	5:14:10	28.3676	-16.634	16		2.4	4	SE SAN JOS….ITF 	[+] info
502246	27/07/2004	5:14:44	28.322	-16.6809	5	II 	2.6	4	SE ICOD DE LOS VINOS.ITF 	[+] info
502251	27/07/2004	5:17:13	28.2873	-16.6959	-999		1.5	4	S ICOD DE LOS VINOS.ITF 	[+] info
502248	27/07/2004	5:31:10	28.3374	-16.6864	8		1.8	4	SE ICOD DE LOS VINOS.ITF 	[+] info
502429	27/07/2004	17:47:38	28.2507	-16.7121	-999		1.4	4	NE GUÕA DE ISORA.ITF 	[+] info
502451	28/07/2004	0:29:27	28.2806	-16.6923	-999		1.6	4	S ICOD DE LOS VINOS.ITF 	[+] info
503016	29/07/2004	20:47:08	28.2922	-16.6849	-999		1.1	4	SE ICOD DE LOS VINOS.ITF 	[+] info
503032	29/07/2004	23:40:39	28.2771	-16.6998	-999		1.1	4	S ICOD DE LOS VINOS.ITF 	[+] info
503075	30/07/2004	11:11:51	28.2866	-16.6969	-999		2.5	4	S ICOD DE LOS VINOS.ITF 	[+] info
503181	30/07/2004	14:05:33	28.2864	-16.696	-999		1.3	4	S ICOD DE LOS VINOS.ITF 	[+] info
503204	30/07/2004	21:48:25	28.2861	-16.6981	-999		1.4	4	S ICOD DE LOS VINOS.ITF 	[+] info
503251	31/07/2004	4:54:16	28.3478	-16.6653	12		2	4	SW LA GUANCHA.ITF 	[+] info
503253	31/07/2004	5:00:28	28.283	-16.7006	-999		1.2	4	S ICOD DE LOS VINOS.ITF 	[+] info
503324	31/07/2004	16:22:47	28.29	-16.6903	-999		1.4	4	SE ICOD DE LOS VINOS.ITF 	[+] info
503388	01/08/2004	2:19:09	28.2503	-16.7799	-999		1	4	N GUÕA DE ISORA.ITF 	[+] info
503638	03/08/2004	2:50:19	28.3262	-16.6731	4		1.5	4	SW LA GUANCHA.ITF 	[+] info
503643	03/08/2004	5:23:19	28.3411	-16.6823	8	II 	2.1	4	SE ICOD DE LOS VINOS.ITF 	[+] info
503729	03/08/2004	11:41:20	28.3049	-16.7516	14		1.2	4	E SANTIAGO DEL TEIDE.ITF 	[+] info
503797	04/08/2004	0:16:12	28.3938	-16.6704	14		2.1	4	W SAN JOS….ITF 	[+] info
503828	04/08/2004	6:19:57	28.3272	-16.6917	6		1.1	4	SE ICOD DE LOS VINOS.ITF 	[+] info
504551	07/08/2004	13:56:08	28.3573	-16.6755	14		1.8	4	SW LA GUANCHA.ITF 	[+] info
504618	07/08/2004	22:52:02	28.3923	-16.5994	-999		1	4	NW REALEJO ALTO.ITF 	[+] info
504742	09/08/2004	2:10:23	28.1456	-16.2562	25		1.5	4	ATL¡NTICO-CANARIAS 	[+] info
505271	11/08/2004	21:22:10	28.0433	-16.2287	7		2.1	4	ATL¡NTICO-CANARIAS 	[+] info
505269	11/08/2004	21:26:52	28.0812	-16.241	28		2.3	4	ATL¡NTICO-CANARIAS 	[+] info
505293	12/08/2004	4:38:54	28.2224	-16.7293	5		1.9	4	NE GUÕA DE ISORA.ITF 	[+] info
505451	12/08/2004	23:02:32	28.2305	-16.6894	-999		1.1	4	E GUÕA DE ISORA.ITF 	[+] info
