time (mins)	time (secs)	stress (Mpa)	strain (%)	strain	pore volume (cm3)	confining pressure (Mpa)	pore pressure (Mpa)	effective pressure (Mpa)
26.5346784	1592.080704	131.0924521	1.66285801	0.01662858	-0.14815971	49.85139947	20.02498627	29.8264132
26.5664016	1593.984096	131.0995042	1.66300297	0.01663003	-0.14694022	49.9733181	20.03765106	29.93566704
26.6008608	1596.051648	131.1103084	1.6631403	0.016631403	-0.14764982	50.09198074	20.03364563	30.05833511
26.6352624	1598.115744	131.078348	1.663373	0.01663373	-0.14936754	49.9534204	19.99668121	29.95673919
26.6670144	1600.020864	131.0688548	1.66338635	0.016633864	-0.14697833	49.83219182	20.03469467	29.79749715
26.7021936	1602.131616	131.0779863	1.66369581	0.016636958	-0.14570204	49.94787316	20.02948761	29.91838555
26.737488	1604.24928	131.1270345	1.6640234	0.016640234	-0.145599	49.98264389	20.02075195	29.96189194
26.768736	1606.12416	131.1628374	1.6640892	0.016640892	-0.14652208	49.85883598	20.00225067	29.85658531
26.8006176	1608.037056	131.1571415	1.66439343	0.016643934	-0.14831955	50.00764666	20.02555847	29.98208819
26.8354368	1610.126208	131.1455688	1.66458194	0.016645819	-0.14816412	49.93541198	20.0466156	29.88879638
26.870256	1612.21536	131.121881	1.66476727	0.016647673	-0.14695716	50.05097942	20.01014709	30.04083233
26.9015616	1614.093696	131.1248646	1.66493035	0.016649304	-0.14651679	49.99872284	20.02632141	29.97240143
26.9363952	1616.183712	131.1271475	1.66498089	0.016649809	-0.14840582	49.87403059	20.00118256	29.87284803
26.9712432	1618.274592	131.1361208	1.6651268	0.016651268	-0.15018794	50.01093614	20.00389099	30.00704515
27.0032688	1620.196128	131.1332729	1.6653347	0.016653347	-0.1501456	49.88182888	20.01285553	29.86897335
27.0345744	1622.074464	131.1641936	1.66540718	0.016654072	-0.14832273	49.85955954	20.02239227	29.83716727
27.0695664	1624.173984	131.0929042	1.66548634	0.016654863	-0.14764277	49.91270046	20.05088806	29.8618124
27.1045296	1626.271776	131.0186765	1.66540623	0.016654062	-0.14712653	49.83210473	20.02605438	29.80605035
27.136296	1628.17776	131.0415957	1.66558743	0.016655874	-0.14713712	49.85143967	20.03543854	29.81600113
27.1675008	1630.050048	131.0575986	1.66568375	0.016656838	-0.1467899	49.93320112	20.0214386	29.91176252
27.2023776	1632.142656	131.051428	1.66576131	0.016657613	-0.14599579	50.01512337	20.02722422	29.98789915
27.23724	1634.2344	131.0348149	1.66581917	0.016658192	-0.14544233	49.85473585	20.0340271	29.82070875
27.2691504	1636.149024	130.9476131	1.66574383	0.016657438	-0.14638129	49.92693033	19.99515533	29.931775
27.3003984	1638.023904	130.9759571	1.66587544	0.016658754	-0.14742823	50.11135588	20.03067017	30.08068571
27.3354048	1640.124288	130.9832804	1.66584158	0.016658416	-0.14713024	49.96395211	20.03765106	29.92630105
27.3703536	1642.221216	130.9424597	1.66585636	0.016658564	-0.146123	49.88331618	20.03543854	29.84787764
27.4021776	1644.130656	130.9234733	1.66580105	0.016658011	-0.14575144	49.90687184	20.04756927	29.85930257
27.4333824	1646.002944	130.9303898	1.66594219	0.016659422	-0.14528884	49.96253181	20.01647949	29.94605232
27.468216	1648.09296	130.963842	1.66600132	0.016660013	-0.14457465	49.93026671	20.01766205	29.91260466
27.5030208	1650.181248	130.9218459	1.66604424	0.016660442	-0.14404078	49.93726106	20.05088806	29.886373
27.5349456	1652.096736	130.9443583	1.66620255	0.016662026	-0.14422603	50.05423541	20.02994537	30.02429004
27.56952	1654.1712	130.9147938	1.66619603	0.01666196	-0.14447938	49.79946446	20.0447464	29.75471806
27.6038496	1656.230976	130.9244226	1.66629124	0.016662912	-0.1458139	49.88830066	20.01140594	29.87689472
27.6358176	1658.149056	130.9404254	1.66645909	0.016664591	-0.14608277	49.96178145	20.01194	29.94984145
27.6675984	1660.055904	130.9354076	1.66653729	0.016665373	-0.14550797	49.88257253	20.04842758	29.83414495
27.7021152	1662.126912	130.9572871	1.66655604	0.01666556	-0.14418563	49.95977159	20.04337311	29.91639848
27.7367616	1664.205696	130.9299829	1.66664601	0.01666646	-0.1434882	49.85236421	20.02075195	29.83161226
27.7686432	1666.118592	130.9354076	1.66678715	0.016667872	-0.14342468	49.87949743	20.01426697	29.86523046
27.800568	1668.03408	130.9686338	1.6668396	0.016668396	-0.14343209	50.04245758	20.02719879	30.01525879
27.8350128	1670.100768	130.9193144	1.66692321	0.016669232	-0.143075	49.95410376	20.04333496	29.9107688
27.869256	1672.15536	130.9807037	1.66705418	0.016670542	-0.14329554	49.85011315	20.01781464	29.83229851
27.9011376	1674.068256	130.9408323	1.66716862	0.016671686	-0.1434702	49.99659908	20.02452215	29.97207693
27.9360144	1676.160864	130.9425953	1.66731262	0.016673126	-0.14392892	49.83584309	20.0535202	29.78232289
27.9709344	1678.256064	130.9351364	1.66756726	0.016675673	-0.14463464	49.87648263	20.02616882	29.85031381
28.0022256	1680.133536	130.972431	1.66765118	0.016676512	-0.14432448	50.06311903	20.03112793	30.0319911
28.0340496	1682.042976	131.0954357	1.66831589	0.016683159	-0.14325637	49.7805717	20.02719879	29.75337291
28.0690416	1684.142496	131.1007022	1.66849836	0.016684984	-0.14327525	49.80296164	20.01472473	29.78823691
28.1041056	1686.246336	131.1340866	1.6688366	0.016688366	-0.14321614	49.97838297	20.02189636	29.95648661
28.1353536	1688.121216	131.1153714	1.66903401	0.01669034	-0.14297267	49.82924402	20.01365026	29.81559376
28.1672352	1690.034112	131.0879768	1.66914654	0.016691465	-0.14305206	49.9243175	20.03639221	29.88792529
28.202112	1692.12672	131.0899658	1.66948621	0.016694862	-0.14281829	49.89786763	20.01552582	29.88234181
28.2369168	1694.215008	131.1057426	1.66959286	0.016695929	-0.14326166	49.94337106	20.0422287	29.90114236
28.2682224	1696.093344	131.0912316	1.66968346	0.016696835	-0.14414346	49.96511784	20.01449585	29.95062199
28.3030272	1698.181632	131.115281	1.66980887	0.016698089	-0.14446791	49.93939152	20.02277374	29.91661778
28.337904	1700.27424	131.1167276	1.6700182	0.016700182	-0.14398255	49.82076907	20.0094986	29.81127047
28.369728	1702.18368	131.1251358	1.67015457	0.016701546	-0.14328919	49.81765378	20.03714244	29.78051134
28.4010336	1704.062016	131.0773986	1.67023945	0.016702395	-0.14326907	49.93585415	20.04478455	29.8910696
28.4360112	1706.160672	131.0840891	1.67027537	0.016702754	-0.14328054	49.81626697	20.04325867	29.7730083
28.471032	1708.26192	131.0909603	1.67048931	0.016704893	-0.14304889	49.71673827	20.0112915	29.70544677
28.5027552	1710.165312	131.0896042	1.67056084	0.016705608	-0.14282341	49.7607142	20.01533508	29.74537912
28.534104	1712.04624	131.1004535	1.67067719	0.016706772	-0.14290386	49.95518909	20.04024506	29.91494403
28.568952	1714.13712	131.1244352	1.67089208	0.016708921	-0.14286858	50.00688291	20.06843567	29.93844724
28.6038	1716.228	131.0970631	1.67092133	0.016709213	-0.14259688	49.8341347	20.03240585	29.80172885
28.6356672	1718.140032	131.1020809	1.67107678	0.016710768	-0.14294938	49.87005105	20.01033783	29.85971322
28.6669152	1720.014912	131.1144221	1.67117882	0.016711788	-0.14277472	50.05387363	20.03276825	30.02110538
28.7020656	1722.123936	131.0956165	1.67135859	0.016713586	-0.14168209	50.05110002	20.05554199	29.99555803
28.7373456	1724.240736	131.1087262	1.67141724	0.016714172	-0.14051994	49.79154558	20.02063751	29.77090807
28.7691552	1726.149312	131.0982837	1.67148495	0.01671485	-0.13997478	49.79134459	20.00823975	29.78310484
28.8004032	1728.024192	131.0887905	1.6716528	0.016716528	-0.13994514	49.9396327	20.01823425	29.92139845
28.8352656	1730.115936	131.0802466	1.6717035	0.016717035	-0.13906387	49.88786519	20.03599803	29.85186716
28.8702	1732.212	131.0460711	1.67171288	0.016717129	-0.13876482	49.82836637	20.02822876	29.80013761
28.902024	1734.12144	131.0384765	1.67185974	0.016718597	-0.13868966	49.99655218	20.02017975	29.97637243
28.933272	1735.99632	131.0350861	1.67191887	0.016719189	-0.13946983	49.91748395	20.02819061	29.88929334
28.9682928	1738.097568	131.0454382	1.67196894	0.016719689	-0.14071966	50.01793718	20.01293182	30.00500536
29.0032704	1740.196224	131.0854001	1.67223168	0.016722317	-0.14082376	50.01448021	20.02948761	29.9849926
29.0350512	1742.103072	131.0340012	1.67214489	0.016721449	-0.1394529	49.92512145	20.04970551	29.87541594
29.0695248	1744.171488	131.035719	1.67225107	0.016722511	-0.1392253	49.81968374	20.03013611	29.78954763
29.1038976	1746.233856	131.0307464	1.67234516	0.016723452	-0.13910886	49.90786338	20.03116608	29.8766973
29.1357216	1748.143296	131.0296614	1.67254353	0.016725435	-0.13908451	50.04253798	20.04268646	29.99985152
29.1676464	1750.058784	131.0120312	1.67264366	0.016726437	-0.13877541	50.04683909	20.01296997	30.03386912
29.2020336	1752.122016	131.0490547	1.67280023	0.016728002	-0.13853458	49.87165895	20.01373291	29.85792604
29.2364064	1754.184384	131.0457999	1.67296314	0.016729631	-0.13911944	49.96628356	20.08811951	29.87816405
29.2682304	1756.093824	131.0257285	1.67306614	0.016730661	-0.1392306	49.97460442	20.03219604	29.94240838
29.30004	1758.0024	131.0241011	1.67310143	0.016731014	-0.14001924	49.80400677	20.0271225	29.77688427
29.3344416	1760.066496	131.0545924	1.67321031	0.016732103	-0.14039768	49.83664703	20.0120163	29.82463073
29.3688	1762.128	131.0110819	1.67319393	0.016731939	-0.13948571	49.84135013	20.02532959	29.81602054
29.4005088	1764.030528	131.0093189	1.67337799	0.01673378	-0.13877223	49.75501287	20.0495402	29.70547267
29.4355296	1766.131776	131.0400135	1.6735274	0.016735274	-0.1387807	49.9504458	20.04482269	29.90562311
29.4705216	1768.231296	131.0430875	1.67374134	0.016737413	-0.13816884	49.92138309	20.02986908	29.89151401
29.5017696	1770.106176	131.0247792	1.67376518	0.016737652	-0.13794231	49.91278086	20.02681732	29.88596354
29.5336944	1772.021664	131.0131162	1.67375088	0.016737509	-0.13790314	49.90502276	20.0295639	29.87545886
29.5685136	1774.110816	131.0655548	1.67401139	0.016740114	-0.13720518	49.81313157	20.01464844	29.79848313
29.603376	1776.20256	131.0618027	1.67428112	0.016742811	-0.1370224	49.82141223	20.03601074	29.78540149
29.6346816	1778.080896	131.0879768	1.67438889	0.016743889	-0.13729869	49.77719512	20.02727509	29.74992003
29.6695584	1780.173504	131.0938083	1.67451843	0.016745184	-0.13794883	50.02925944	20.02868652	30.00057292
29.704464	1782.26784	131.0870275	1.67455483	0.016745548	-0.13725741	49.90570612	20.01144409	29.89426203
29.7366624	1784.199744	131.0672274	1.67461872	0.016746187	-0.13674823	49.92154388	20.03871918	29.8828247
29.7680688	1786.084128	131.0699397	1.67480946	0.016748095	-0.13658203	49.96953955	20.00061035	29.9689292
29.803104	1788.18624	131.0790034	1.67478864	0.016747886	-0.13668295	49.86486559	20.0328064	29.83205919
29.8380096	1790.280576	131.067363	1.6750269	0.016750269	-0.13657039	49.84846506	20.04310608	29.80535898
29.8697328	1792.183968	131.0944864	1.67505169	0.016750517	-0.13691654	49.98212132	20.0138855	29.96823582
29.9010816	1794.064896	131.0481054	1.67516136	0.016751614	-0.13686361	49.91744375	20.03952026	29.87792349
29.9358864	1796.153184	131.059339	1.67522494	0.016752249	-0.13649505	49.8386569	20.01930237	29.81935453
29.9706768	1798.240608	131.1052001	1.6753912	0.016753912	-0.13759827	50.00400209	20.02639771	29.97760438
30.0027024	1800.162144	131.0837726	1.67549515	0.016754952	-0.13863356	49.84697776	20.01174927	29.83522849
30.0340512	1802.043072	131.0902823	1.67559433	0.016755943	-0.13765014	49.85811243	20.02361298	29.83449945
30.069	1804.14	131.0977638	1.67562072	0.016756207	-0.13646771	50.05315008	20.02799988	30.0251502
30.1040064	1806.240384	131.1243221	1.67584038	0.016758404	-0.13619353	49.78101387	20.02166748	29.75934639
30.1357728	1808.146368	131.0803822	1.67603398	0.01676034	-0.13626658	49.87181973	20.0258255	29.84599423
30.1669776	1810.018656	131.0367135	1.67583847	0.016758385	-0.13626869	49.93058829	20.00907898	29.92150931
30.2018976	1812.113856	131.0943734	1.67609438	0.016760944	-0.13636802	49.80696797	20.02073924	29.78622873
30.23676	1814.2056	131.0753644	1.67609883	0.016760988	-0.13627716	49.95092816	20.03601074	29.91491742
30.2686848	1816.121088	131.0634301	1.67615509	0.016761551	-0.13654604	49.96302757	20.04878998	29.91423759
30.2999472	1817.996832	131.0448505	1.6762352	0.016762352	-0.13751252	49.71874814	20.02937317	29.68937497
30.3349248	1820.095488	131.0226094	1.67625412	0.016762541	-0.13768419	49.80971479	20.00427246	29.80544233
30.369888	1822.19328	130.9868065	1.67625332	0.016762533	-0.13658944	49.8203671	20.03101349	29.78935361
30.4016688	1824.100128	130.9754146	1.67617989	0.016761799	-0.13623694	49.66186886	20.03993988	29.62192898
30.436272	1826.17632	130.9407871	1.67625968	0.016762597	-0.13620659	49.5173794	20.04810969	29.46926971
30.4706736	1828.240416	131.0756356	1.67666817	0.016766682	-0.13613849	49.58034859	20.01811981	29.56222878
30.5024976	1830.149856	131.0977412	1.67697048	0.016769705	-0.13611626	49.53464417	20.01495361	29.51969056
30.5344224	1832.065344	131.0921809	1.67702198	0.01677022	-0.13613531	49.46277127	20.03093719	29.43183408
30.5687376	1834.124256	131.1062399	1.67711719	0.016771172	-0.13564907	49.28984218	20.01056671	29.27927547
30.603168	1836.19008	131.1250002	1.67722511	0.016772251	-0.13577222	49.32372856	20.00934601	29.31438255
30.6351072	1838.106432	131.1245934	1.67729378	0.016772938	-0.13641266	49.36999574	20.05779266	29.31220308
30.6668592	1840.011552	131.1258139	1.67743206	0.016774321	-0.13634703	49.42606437	20.03091176	29.39515261
30.7014624	1842.087744	131.1279386	1.67754873	0.016775487	-0.13406473	49.28931961	20.02971649	29.25960312
30.7363968	1844.183808	131.1267632	1.67762184	0.016776218	-0.13317023	49.42373962	20.04535675	29.37838287
30.7683792	1846.102752	131.0950289	1.67762184	0.016776218	-0.13323481	49.47217746	20.02807617	29.44410129
30.800304	1848.01824	131.0866206	1.67782784	0.016778278	-0.13333325	49.20261388	20.02292633	29.17968755
30.8346624	1850.079744	131.0504109	1.67777999	0.0167778	-0.13347546	49.46007805	20.00976562	29.45031243
30.8690064	1852.140384	131.009997	1.6778059	0.016778059	-0.13360954	49.33277297	20.04817963	29.28459334
30.9009312	1854.055872	131.0219313	1.67789555	0.016778956	-0.13385408	49.35451305	20.02073924	29.33377381
30.9357072	1856.142432	131.0635205	1.67798503	0.01677985	-0.13431879	49.40303798	20.01178741	29.39125057
30.9705696	1858.234176	131.059226	1.67804146	0.016780415	-0.13485549	49.41622272	20.03543854	29.38078418
31.00176	1860.1056	131.0033517	1.67803478	0.016780348	-0.13500793	49.44347653	20.04631042	29.39716611
31.033584	1862.01504	130.9804325	1.67816353	0.016781635	-0.13451992	49.25724211	20.02346039	29.23378172
31.0684752	1864.108512	130.9577392	1.67824491	0.016782449	-0.13350545	49.3521883	20.03189087	29.32029743
31.1035824	1866.214944	130.954394	1.67825699	0.01678257	-0.13327292	49.31802053	20.02384186	29.29417867
31.1348448	1868.090688	130.97989	1.67824364	0.016782436	-0.13346981	49.49086924	20.03139496	29.45947428
31.1698224	1870.189344	130.9819242	1.67830372	0.016783037	-0.13380362	49.51918828	20.0158755	29.50331278
31.2048288	1872.289728	130.9967065	1.67835331	0.016783533	-0.13367729	49.38567271	20.01979828	29.36587443
31.236552	1874.19312	130.9793475	1.67845726	0.016784573	-0.13345393	49.36195626	20.03250122	29.32945504
31.2679584	1876.077504	130.9843654	1.67853928	0.016785393	-0.13303156	49.43398995	20.03135681	29.40263314
31.3028064	1878.168384	130.9923216	1.67864148	0.016786415	-0.13465665	49.5679276	20.03433228	29.53359532
31.3376544	1880.259264	130.9874845	1.6786499	0.016786499	-0.13522388	49.73076715	20.00999451	29.72077264
31.369464	1882.16784	130.9760927	1.6787796	0.016787796	-0.134196	49.74668531	20.01186371	29.7348216
31.4007696	1884.046176	130.9737872	1.67879868	0.016787987	-0.13357673	49.81779447	20.03959656	29.77819791
31.4358336	1886.150016	130.988027	1.67887036	0.016788704	-0.13344723	49.78523459	20.02792358	29.75731101
31.4708256	1888.249536	130.9956216	1.67897034	0.016789703	-0.13348357	49.66785157	20.02035777	29.6474938
31.502592	1890.15552	131.0144723	1.67918778	0.016791878	-0.13343064	49.79725361	20.03845215	29.75880146
31.53384	1892.0304	130.9927736	1.67912388	0.016791239	-0.13324222	49.89617934	20.02277374	29.8734056
31.568688	1894.12128	131.0047531	1.67920494	0.016792049	-0.13221134	49.97729764	20.02689362	29.95040402
31.603536	1896.21216	130.9878914	1.67925358	0.016792536	-0.13165117	49.99550705	20.01239777	29.98310928
31.6354608	1898.127648	131.0174559	1.67936707	0.016793671	-0.13219317	49.87716599	20.03738403	29.83978196
31.6666512	1899.999072	131.0356286	1.6794262	0.016794262	-0.13228738	50.04422626	20.03452301	30.00970325
31.7017152	1902.102912	131.0061093	1.67950773	0.016795077	-0.13196698	49.88186908	20.02174377	29.86012531
31.7369808	1904.218848	131.0026737	1.67959118	0.016795912	-0.13121292	49.99425423	20.0246493	29.96960493
31.7688912	1906.133472	130.9941298	1.67954445	0.016795445	-0.13157496	50.00615935	20.02338409	29.98277526
31.8002976	1908.017856	131.0204395	1.67971611	0.016797161	-0.13179302	49.87901506	20.04493713	29.83407793
31.8352752	1910.116512	131.0401266	1.6797549	0.016797549	-0.13174909	50.01263113	20.02876282	29.98386831
31.8700512	1912.203072	131.0445793	1.68000412	0.016800041	-0.132389	50.02895126	20.01491547	30.01403579
31.901976	1914.11856	131.1496825	1.68036843	0.016803684	-0.13240171	50.020751	20.04878998	29.97196102
31.9332672	1915.996032	131.1698895	1.68041039	0.016804104	-0.13193805	50.04000554	20.04123688	29.99876866
31.968216	1918.09296	131.1742744	1.68059731	0.016805973	-0.13203579	50.08872476	19.99134064	30.09738412
32.0032224	1920.193344	131.1972841	1.68080044	0.016808004	-0.13184278	49.97251415	20.02788544	29.94462871
32.035104	1922.10624	131.1911813	1.68095207	0.016809521	-0.13150297	50.02557468	20.06689707	29.95867761
32.0694336	1924.166016	131.1859149	1.68108209	0.016810821	-0.1308837	49.92809606	20.03322601	29.89487005
32.103792	1926.22752	131.1683977	1.68122769	0.016812277	-0.13088794	49.85968013	20.03677368	29.82290645
32.1355584	1928.133504	131.1671771	1.68140221	0.016814022	-0.13118857	49.89453125	20.02433777	29.87019348
32.1674976	1930.049856	131.1886046	1.68162632	0.016816263	-0.13109436	49.76581926	20.02750397	29.73831529
32.2019424	1932.116544	131.1904354	1.68165748	0.016816575	-0.13082107	49.95209389	20.01594543	29.93614846
32.2363008	1934.178048	131.1591757	1.68182564	0.016818256	-0.1305926	49.8310194	20.03414154	29.79687786
32.2682256	1936.093536	131.1608031	1.68186188	0.016818619	-0.13102026	49.74415288	20.03803253	29.70612035
32.2998912	1937.993472	131.1712456	1.68192291	0.016819229	-0.13160777	49.76442575	20.00335058	29.76107517
32.3343216	1940.059296	131.13099	1.68206438	0.016820644	-0.13201903	49.77152729	20.04402161	29.72750568
32.3687376	1942.124256	131.1423592	1.68225765	0.016822577	-0.13138124	49.8630969	20.04268646	29.82041044
32.4004608	1944.027648	131.1481907	1.6823616	0.016823616	-0.13028137	49.77160769	20.04089355	29.73071414
32.4354816	1946.128896	131.1439866	1.68246333	0.016824633	-0.13032001	49.80304203	20.01113892	29.79190311
32.4705168	1948.231008	131.1382907	1.68259716	0.016825972	-0.13054708	49.7759088	20.0504303	29.7254785
32.5017648	1950.105888	131.1572771	1.68268299	0.01682683	-0.13041158	49.91812711	20.02429962	29.89382749
32.533632	1952.01792	131.1331372	1.68276024	0.016827602	-0.12993522	49.86040368	20.02563477	29.83476891
32.5685232	1954.111392	131.1204797	1.68290281	0.016829028	-0.13001479	49.75633268	20.02239227	29.73394041
32.603328	1956.19968	131.1321879	1.6829834	0.016829834	-0.13069951	49.83833532	20.01918793	29.81914739
32.6346336	1958.078016	131.1251358	1.6829958	0.016829958	-0.13113459	49.85490334	20.00096639	29.85393695
32.669424	1960.16544	131.1424044	1.68309673	0.016830967	-0.13176585	49.89822941	20.03826141	29.859968
32.7043584	1962.261504	131.1418167	1.68332863	0.016833286	-0.13075456	49.96777086	20.02422333	29.94354753
32.7365568	1964.193408	131.1349003	1.68342972	0.016834297	-0.12929901	49.93022652	20.03231049	29.89791603
32.7679632	1966.077792	131.1209317	1.68359566	0.016835957	-0.12950755	49.88721533	20.03040314	29.85681219
32.8030704	1968.184224	131.1282776	1.68365224	0.016836522	-0.12980307	50.12413864	20.02651215	30.09762649
32.8380048	1970.280288	131.1286619	1.68382359	0.016838236	-0.12977961	50.05142159	20.00965118	30.04177041
32.869728	1972.18368	131.1239153	1.68390942	0.016839094	-0.12966846	50.04486942	20.02708435	30.01778507
32.9010336	1974.062016	131.1429017	1.68397141	0.016839714	-0.12916881	50.06404357	20.04333496	30.02070861
32.9358816	1976.152896	131.170771	1.68409411	0.016840941	-0.1290109	50.05193746	20.04143397	30.01050349
32.9707296	1978.243776	131.1708388	1.68420601	0.01684206	-0.12901531	50.05528054	20.0177002	30.03758034
33.0027552	1980.165312	131.1556497	1.68427754	0.016842775	-0.12969598	50.07558022	20.00835419	30.06722603
33.0340608	1982.043648	131.153073	1.68428898	0.01684289	-0.12972033	50.02577567	20.02967834	29.99609733
33.0690384	1984.142304	131.1783429	1.68434843	0.016843484	-0.12831665	50.07666554	20.04924774	30.0274178
33.1040016	1986.240096	131.1804676	1.68451023	0.016845102	-0.12820762	49.84729934	20.02262115	29.82467819
33.135768	1988.14608	131.1705676	1.684515	0.01684515	-0.12839075	49.89236059	20.04665375	29.84570684
33.167016	1990.02096	131.1743648	1.68445778	0.016844578	-0.12830395	49.9304275	20.02304077	29.90738673
33.201936	1992.11616	131.1506545	1.68447479	0.016844748	-0.12817815	49.91432846	20.03320058	29.88112788
33.2367696	1994.206176	131.1624305	1.68462849	0.016846285	-0.12783288	49.9917084	20.03321648	29.95849192
33.2686944	1996.121664	131.1540223	1.68467903	0.01684679	-0.12728877	50.10684037	20.02391815	30.08292222
33.2999856	1997.999136	131.1674484	1.68478298	0.01684783	-0.12741368	49.91274066	20.02147675	29.89126391
33.3350496	2000.102976	131.1938259	1.68474659	0.016847466	-0.12809611	49.87921605	20.01636505	29.862851
33.369984	2002.19904	131.1827731	1.6849165	0.016849165	-0.12802237	49.85903697	20.0112915	29.84774547
33.4017648	2004.105888	131.1625661	1.68495941	0.016849594	-0.12797155	49.85083671	20.03559113	29.81524558
33.4361376	2006.168256	131.1668155	1.68500408	0.016850041	-0.12829724	49.83917947	20.05119324	29.78798623
33.470568	2008.23408	131.1812813	1.68501377	0.016850138	-0.12820232	49.88496428	20.03604889	29.84891539
33.5023344	2010.140064	131.1674484	1.68506623	0.016850662	-0.12820021	49.94615138	20.0190862	29.92706518
33.5341584	2012.049504	131.1707032	1.68516255	0.016851626	-0.12794827	49.94956145	20.03742218	29.91213927
33.5686464	2014.118784	131.1615038	1.68522104	0.01685221	-0.12771503	50.09290528	20.03803253	30.05487275
33.6030624	2016.183744	131.1717881	1.68534947	0.016853495	-0.1272369	50.09792995	20.039711	30.05821895
33.6348864	2018.093184	131.1945718	1.68541241	0.016854124	-0.1274645	50.13913226	20.02521515	30.11391711
33.6666096	2019.996576	131.1415455	1.68550015	0.016855002	-0.12905448	50.10327621	20.01579285	30.08748336
33.7010688	2022.064128	131.1513325	1.68546979	0.016854698	-0.12841192	50.03566422	19.99736786	30.03829636
33.735672	2024.14032	131.0891973	1.68537617	0.016853762	-0.12569138	50.07300758	20.06584167	30.00716591
33.7675968	2026.055808	131.1320523	1.68553162	0.016855316	-0.12573584	49.84137022	20.04044851	29.80092171
33.8025888	2028.155328	131.1087262	1.68549601	0.01685496	-0.12534469	49.88874283	20.02353668	29.86520615
33.837696	2030.26176	131.0685835	1.68557739	0.016855774	-0.12420196	50.11887279	20.04447937	30.07439342
33.868944	2032.13664	131.0380697	1.68551064	0.016855106	-0.12484557	50.06239548	20.02532959	30.03706589
33.9008256	2034.049536	131.1236441	1.68575001	0.0168575	-0.1244052	50.01411843	20.00816345	30.00595498
33.9357024	2036.142144	131.1174283	1.68574715	0.016857472	-0.12427376	49.94437599	20.00282288	29.94155311
33.9705648	2038.233888	131.0660068	1.68578625	0.016857863	-0.12427712	49.94984283	20.04981995	29.90002288
34.0018704	2040.112224	131.1077769	1.68585396	0.01685854	-0.12560351	50.04277916	20.02906799	30.01371117
34.0335792	2042.014752	131.0791617	1.685812	0.01685812	-0.12570831	49.85357013	20.00392914	29.84964099
34.0686	2044.116	131.0295032	1.68584252	0.016858425	-0.12398265	49.86872454	20.01659393	29.85213061
34.103592	2046.21552	131.051767	1.68597985	0.016859799	-0.12258551	49.94668734	20.04696528	29.89972206
34.13484	2048.0904	131.0677698	1.68598557	0.016859856	-0.12246483	50.05346161	20.02596855	30.02749306
34.1667648	2050.005888	131.0626164	1.68613053	0.016861305	-0.12249341	50.08463132	20.03129323	30.05333809
34.201584	2052.09504	130.9891572	1.6860412	0.016860412	-0.12167319	50.05467758	20.00724792	30.04742966
34.236504	2054.19024	131.0311532	1.68613911	0.016861391	-0.1210548	49.94911928	20.01438141	29.93473787
34.267752	2056.06512	131.0193545	1.68611431	0.016861143	-0.12026828	49.907515	20.05615234	29.85136266
34.3025856	2058.155136	130.972431	1.68601895	0.01686019	-0.12050258	49.86888533	20.04085541	29.82802992
34.3374912	2060.249472	130.9889763	1.68611145	0.016861115	-0.12282792	50.04358311	20.03795624	30.00562687
34.3693584	2062.161504	130.9389336	1.6860981	0.016860981	-0.122992	50.02477074	20.00335693	30.02141381
34.4005056	2064.030336	130.9527666	1.68604756	0.016860476	-0.12127075	49.98145807	20.02429962	29.95715845
34.4356128	2066.136768	130.9614687	1.68615405	0.016861541	-0.12116331	49.92958336	20.0472641	29.88231926
34.4705616	2068.233696	130.9127596	1.68614388	0.016861439	-0.12146236	50.03522205	20.04547119	29.98975086
34.5024432	2070.146592	130.9061143	1.68605995	0.0168606	-0.12152269	49.92045856	20.03978729	29.88067127
34.5336336	2072.018016	130.9572419	1.68625832	0.016862583	-0.12121782	49.96652474	20.02521515	29.94130959
34.5685536	2074.113216	130.8876704	1.68619935	0.016861994	-0.12152763	49.89232039	20.03513336	29.85718703
34.6033728	2076.202368	130.9345939	1.68631649	0.016863165	-0.12122841	49.98883429	20.02433777	29.96449652
34.6353552	2078.121312	131.0253217	1.68649101	0.01686491	-0.12025769	50.12293272	20.03520966	30.08772306
34.66656	2079.9936	131.0048435	1.68658257	0.016865826	-0.12110667	50.08997087	20.02979279	30.06017808
34.7015376	2082.092256	131.0056572	1.68660625	0.016866063	-0.12208515	49.94015527	19.99359131	29.94656396
34.7367168	2084.203008	131.0057928	1.68662071	0.016866207	-0.12170583	49.9993459	20.03803253	29.96131337
34.7686416	2086.118496	130.9872133	1.68665028	0.016866503	-0.1211035	50.14423733	20.0245285	30.11970883
34.800048	2088.00288	130.9516816	1.6866045	0.016866045	-0.12056045	50.01733422	20.04489899	29.97243523
34.8350112	2090.100672	130.9651981	1.68667301	0.01686673	-0.11997417	49.94079843	20.05851746	29.88228097
34.869888	2092.19328	130.9904681	1.68675518	0.016867552	-0.11987555	50.1125216	20.02399445	30.08852715
34.9017696	2094.106176	130.9751434	1.68670654	0.016867065	-0.11997929	49.99703455	20.02593994	29.97109461
34.9361424	2096.168544	130.9951469	1.68683831	0.016868383	-0.12059079	49.90405803	20.04810333	29.8559547
34.9705152	2098.230912	130.9427309	1.68682194	0.016868219	-0.1205922	49.84380217	20.06088257	29.7829196
35.0025984	2100.155904	130.9663283	1.6869669	0.016869669	-0.12081768	50.00652113	20.00797272	29.99854841
