time (mins)	time (secs)	stress (Mpa)	strain (%)	strain	pore volume (cm3)	confining pressure (Mpa)	pore pressure (Mpa)	effective pressure (Mpa)
0	0	0	0	0	0	49.93573356	19.99225616	29.9434774
0.0354384	2.126304	0.251388794	0.005091554	5.09155E-05	-0.00134986	49.86910641	20.01199722	29.85710919
0.0710784	4.264704	0.419734743	0.007261294	7.26129E-05	-0.00232146	49.9687959	20.05372047	29.91507543
0.1015632	6.093792	0.592409146	0.009071067	9.07107E-05	-0.00212616	49.93340211	20.04379272	29.88960939
0.1346544	8.079264	0.781651427	0.011016591	0.000110166	-0.00100142	49.94950116	20.05122503	29.89827613
0.1696176	10.177056	1.06920477	0.013601224	0.000136012	-0.00090297	50.04133205	20.02639771	30.01493434
0.2025936	12.155616	1.324029192	0.016684456	0.000166845	-0.00131899	49.89734507	20.01609802	29.88124705
0.2353104	14.118624	1.487718965	0.018915713	0.000189157	-0.00155188	49.93983369	20.02983093	29.91000276
0.26712	16.0272	1.619131876	0.020358811	0.000203588	-0.00166832	50.05576291	20.05405426	30.00170865
0.3030192	18.181152	1.803299826	0.023213565	0.000232136	-0.00196825	49.8601625	20.03829956	29.82186294
0.3387456	20.324736	2.004555514	0.025422153	0.000254222	-0.00070184	49.99828067	20.02262115	29.97565952
0.371664	22.29984	2.18316316	0.027051185	0.000270512	-0.00158363	49.86719704	20.01876831	29.84842873
0.403488	24.20928	2.351463911	0.028591419	0.000285914	-0.00425231	49.91113276	20.0025177	29.90861506
0.4368096	26.208576	2.6521269	0.031968823	0.000319688	-0.00407235	49.94337106	20.04636129	29.89700977
0.4695264	28.171584	2.783811052	0.034009985	0.0003401	-0.00420256	50.03096113	20.05271912	29.97824201
0.5012928	30.077568	3.092068588	0.036189895	0.000361899	-0.00434864	49.95695777	20.05123138	29.90572639
0.5339952	32.039712	3.253859719	0.03808397	0.00038084	-0.00434758	49.89814901	20.00751495	29.89063406
0.5668704	34.012224	3.380797272	0.039416052	0.000394161	-0.00445662	50.14283042	20.01289368	30.12993674
0.6018912	36.113472	3.550725433	0.04081291	0.000408129	-0.00486346	50.19231339	20.02399445	30.16831894
0.636912	38.21472	4.055627688	0.044702794	0.000447028	-0.00610271	50.06846528	20.02670288	30.0417624
0.6703056	40.218336	4.237625755	0.047791585	0.000477916	-0.00707554	49.90015888	20.06061554	29.83954334
0.7034256	42.205536	4.36008795	0.04945948	0.000494595	-0.00736665	50.02778554	20.03908157	29.98870397
0.7353648	44.121888	4.558902532	0.051955766	0.000519558	-0.00972304	50.1079793	19.98958588	30.11839342
0.7681248	46.087488	4.776025419	0.054336873	0.000543369	-0.01042912	49.94103961	20.00549316	29.93554645
0.8011872	48.071232	4.605690414	0.057588012	0.00057588	-0.00924139	50.02344422	20.03421783	29.98922639
0.8331264	49.987584	4.707131959	0.058401154	0.000584012	-0.00773398	50.0865139	20.03433228	30.05218162
0.8692992	52.157952	4.95018031	0.059597484	0.000595975	-0.00772074	50.06088138	20.03472646	30.02615492
0.9054144	54.324864	5.228986348	0.061481607	0.000614816	-0.0093356	49.90405803	20.02017975	29.88387828
0.9381168	56.287008	5.666486932	0.063890476	0.000638905	-0.00923398	50.04708028	20.03528595	30.01179433
0.969984	58.19904	6.181831692	0.06912865	0.000691287	-0.01045452	49.91177592	20.03978729	29.87198863
1.0028016	60.168096	6.450217819	0.07200376	0.000720038	-0.01123999	50.00342593	20.03582001	29.96760592
1.0357776	62.146656	6.670324283	0.074687362	0.000746874	-0.01182962	50.25104175	20.02498627	30.22605548
1.0677024	64.062144	6.805670089	0.076452393	0.000764524	-0.01466872	50.0681839	19.97909546	30.08908844
1.1006208	66.037248	6.969631103	0.078504641	0.000785046	-0.01524671	50.14898062	20.00659943	30.14238119
1.1333232	67.999392	7.147560665	0.081451889	0.000814519	-0.01348312	50.12450042	20.02864838	30.09585204
1.168344	70.10064	7.321105272	0.082948415	0.000829484	-0.01316978	50.17096858	20.03772736	30.13324122
1.2034368	72.206208	7.539765146	0.084888978	0.00084889	-0.0139002	50.32556767	20.05138397	30.2741837
1.2361392	74.168352	7.661684877	0.086222456	0.000862225	-0.01561933	50.09945745	20.03925323	30.06020422
1.2691008	76.146048	7.909185974	0.088896353	0.000888964	-0.01589667	50.13132727	20.01873652	30.11259075
1.3009824	78.058944	8.437414363	0.090530944	0.000905309	-0.01687798	50.25715175	20.01064301	30.24650874
1.3339008	80.034048	8.712581343	0.094634058	0.000946341	-0.01780317	50.02593646	20.02906799	29.99686847
1.3666032	81.996192	8.917498693	0.097388432	0.000973884	-0.01778941	50.1966949	20.04959106	30.14710384
1.4015808	84.094848	9.021403955	0.099087319	0.000990873	-0.01958741	50.00033073	20.00213623	29.9981945
1.4368176	86.209056	9.262644069	0.102883312	0.001028833	-0.0196451	50.20722661	20.02376556	30.18346105
1.469736	88.18416	9.200260229	0.105485056	0.001054851	-0.01818109	50.12975287	20.0304985	30.09925437
1.5025968	90.155808	9.242843985	0.105752863	0.001057529	-0.01852089	50.1293241	20.02807617	30.10124793
1.5350544	92.103264	9.440166778	0.106649259	0.001066493	-0.01896973	49.93878856	20.01586914	29.92291942
1.5679584	94.077504	9.642778644	0.108467005	0.00108467	-0.01958688	50.05154219	20.02639771	30.02514448
1.6006608	96.039648	9.793449176	0.10915247	0.001091525	-0.01878448	50.14295101	20.03677368	30.10617733
1.6356672	98.140032	10.04169618	0.10980303	0.00109803	-0.01976472	49.80762453	20.04981995	29.75780458
1.670832	100.24992	10.46163435	0.113824519	0.001138245	-0.01992139	49.82205539	20.07068634	29.75136905
1.7036352	102.218112	10.7571439	0.117912371	0.001179124	-0.01981447	50.04587436	20.04709244	29.99878192
1.7366112	104.196672	10.88977736	0.120057594	0.001200576	-0.02169027	49.83616467	20.00114441	29.83502026
1.7683776	106.102656	11.15301004	0.122316597	0.001223166	-0.02301667	49.90393744	20.01392365	29.89001379
1.8011952	108.071712	11.3476205	0.124932222	0.001249322	-0.02185965	49.9198154	20.06462097	29.85519443
1.83384	110.0304	11.48798414	0.126207428	0.001262074	-0.02176543	49.88982816	20.04608154	29.84374662
1.8688176	112.129056	11.62920669	0.127914623	0.001279146	-0.02179984	49.82201519	20.03494263	29.78707256
1.9037952	114.227712	12.05147295	0.131412297	0.001314123	-0.02218675	50.02825451	20.01667023	30.01158428
1.9364544	116.187264	12.16091591	0.134057051	0.001340571	-0.02204066	49.95229487	20.04619598	29.90609889
1.9692576	118.155456	12.42333489	0.137342877	0.001373429	-0.02241117	49.79054065	20.02445221	29.76608844
2.0012976	120.077856	12.48815984	0.13872632	0.001387263	-0.02301879	50.08820219	20.08811951	30.00008268
2.034216	122.05296	12.715454	0.140319269	0.001403193	-0.02366982	50.06070719	20.01106262	30.04964457
2.0668608	124.011648	12.93094949	0.142783646	0.001427836	-0.02498457	50.01046047	20.07019043	29.94027004
2.1020688	126.124128	13.28396064	0.145781077	0.001457811	-0.0254881	50.04153304	20.0479126	29.99362044
2.1371328	128.227968	13.55668653	0.148589343	0.001485893	-0.02535719	50.0451709	19.9971199	30.048051
2.1698352	130.190112	13.76729979	0.151006535	0.001510065	-0.02484166	49.96198244	20.03253937	29.92944307
2.2027536	132.165216	14.00164605	0.153662405	0.001536624	-0.02517723	49.9580029	20.02716064	29.93084226
2.2350528	134.103168	14.15543577	0.155317802	0.001553178	-0.02519417	50.04277916	20.04333496	29.9994442
2.2680576	136.083456	14.42951781	0.156831671	0.001568317	-0.02605162	49.82321441	20.05332311	29.7698913
2.3007744	138.046464	14.69953135	0.159927402	0.001599274	-0.02652904	50.08124804	20.02975464	30.0514934
2.3358384	140.150304	14.80795717	0.16173959	0.001617396	-0.02662519	49.83439598	20.04375458	29.7906414
2.3708304	142.249824	15.03708217	0.163753004	0.00163753	-0.02667512	49.90707283	20.04669189	29.86038094
2.4035904	144.215424	15.18721023	0.166679431	0.001666794	-0.02803751	50.05162258	20.03662109	30.01500149
2.436552	146.19312	14.95110097	0.168869061	0.001688691	-0.02912891	49.95772152	19.99774933	29.95997219
2.4686928	148.121568	15.23915157	0.169933349	0.001699333	-0.02858903	50.02848899	20.04976273	29.97872626
2.5016544	150.099264	15.60097784	0.172943046	0.00172943	-0.02791366	49.88476329	20.0302887	29.85447459
2.5344144	152.064864	15.78080603	0.175057743	0.001750577	-0.02854245	50.08727765	20.02773285	30.0595448
2.5695216	154.171296	15.96623974	0.176468933	0.001764689	-0.02916754	49.86888533	20.04306793	29.8258174
2.604528	156.27168	16.43895555	0.178455968	0.00178456	-0.02940731	49.9565156	20.04703522	29.90948038
2.6371872	158.231232	16.64577154	0.182059552	0.001820596	-0.0295915	49.99289422	20.02281189	29.97008233
2.6703072	160.218432	16.81895451	0.184228361	0.001842284	-0.03074959	49.86525416	20.05345027	29.81180389
2.7025488	162.152928	16.92934678	0.185869892	0.001858699	-0.03126194	50.01480179	20.0214386	29.99336319
2.7355104	164.130624	17.09290093	0.187911053	0.001879111	-0.03214056	49.83781276	20.00259399	29.83521877
2.7681696	166.090176	17.39247898	0.191298162	0.001912982	-0.03237027	50.06995258	20.0421524	30.02780018
2.8000512	168.003072	17.53650428	0.193802784	0.001938028	-0.03195849	50.01841955	20.04707336	29.97134619
2.8358784	170.152704	17.76825121	0.195928801	0.001959288	-0.0312203	49.94308968	20.05290985	29.89017983
2.8717632	172.305792	17.97820899	0.197979449	0.001979794	-0.03178064	50.08479881	20.01924515	30.06555366
2.9045808	174.274848	18.16224132	0.19994706	0.001999471	-0.03245496	50.02344422	20.03456116	29.98888306
2.936448	176.18688	18.42140549	0.203024749	0.002030247	-0.03247295	49.98312626	20.01037598	29.97275028
2.969568	178.17408	18.59485969	0.205031209	0.002050312	-0.03272596	49.84585223	20.02994537	29.81590686
3.0024432	180.146592	18.72776439	0.206626936	0.002066269	-0.03265291	49.87937684	20.03925323	29.84012361
3.0343248	182.059488	18.89511583	0.208573741	0.002085737	-0.03345743	49.8249898	20.07976532	29.74522448
3.0670704	184.024224	19.01364512	0.210921558	0.002109216	-0.03501037	49.96310797	20.03219604	29.93091193
3.1000032	186.000192	19.06775632	0.214172697	0.002141727	-0.03572703	50.03528905	19.99677022	30.03851883
3.1349664	188.097984	19.11097295	0.215363251	0.002153633	-0.03536728	49.95016441	20.01308441	29.93708
3.1699872	190.199232	19.24527904	0.216378972	0.00216379	-0.03440804	49.89059191	20.02449036	29.86610155
3.2029632	192.177792	19.38767693	0.216895148	0.002168951	-0.03361834	49.85505743	20.02952576	29.82553167
3.2356656	194.139936	19.90193676	0.218729553	0.002187296	-0.03390733	50.03345337	20.03917694	29.99427643
3.2674464	196.046784	20.39029373	0.223007515	0.002230075	-0.03587417	50.02609725	20.02613068	29.99996657
3.3002064	198.012384	20.58883708	0.22616568	0.002261657	-0.03765046	49.90180697	20.04112244	29.86068453
3.3331248	199.987488	20.68037858	0.228211003	0.00228211	-0.03846663	49.83088541	20.06400426	29.76688115
3.3682176	202.093056	20.82313813	0.230161954	0.00230162	-0.03864535	49.81851802	20.05325317	29.76526485
3.403224	204.19344	21.15761496	0.23274567	0.002327457	-0.04132585	50.07071633	20.00350952	30.06720681
3.4361856	206.171136	21.40687909	0.235272482	0.002352725	-0.04193982	50.04093008	20.02300262	30.01792746
3.4689024	208.134144	21.57056886	0.237376077	0.002373761	-0.04136184	49.99233146	20.0434494	29.94888206
3.5007264	210.043584	21.78579311	0.239510198	0.002395102	-0.04082937	49.97750533	20.03787359	29.93963174
3.5335296	212.011776	22.00725574	0.241881601	0.002418816	-0.04104956	49.852525	20.04184723	29.81067777
3.5663472	213.980832	22.11507129	0.244652634	0.002446526	-0.04173658	49.9656002	20.04562378	29.91997642
3.6014112	216.084672	22.19264424	0.24594818	0.002459482	-0.04260267	50.00153666	20.03074646	29.9707902
3.6364464	218.186784	22.36392857	0.247019861	0.002470199	-0.04202768	49.80983539	20.01766205	29.79217334
3.6695232	220.171392	22.75938786	0.249893573	0.002498936	-0.04219388	50.0865541	20.02239227	30.06416183
3.7024848	222.149088	23.03374114	0.253214101	0.002532141	-0.04351393	49.84147072	20.05832672	29.783144
3.7343232	224.059392	23.32369039	0.255332959	0.00255333	-0.04505628	49.87825131	20.05596161	29.8222897
3.7670256	226.021536	23.39977154	0.257322774	0.002573228	-0.04621436	50.04149284	19.98100281	30.06049003
3.799944	227.99664	23.57268327	0.259397225	0.002593972	-0.04599629	49.86371326	20.04238764	29.82132562
3.8349648	230.097888	24.03511479	0.263072279	0.002630723	-0.04578546	49.98204093	20.03253937	29.94950156
3.8699424	232.196544	24.06999097	0.26553734	0.002655373	-0.04617096	49.95985198	20.01251221	29.94733977
3.9028608	234.171648	24.3766211	0.266475349	0.002664753	-0.04716708	49.88227105	20.03303528	29.84923577
3.9356208	236.137248	24.63063183	0.268875896	0.002688759	-0.04718614	50.04595475	20.04226685	30.0036879
3.967488	238.04928	24.89060971	0.272196409	0.002721964	-0.04709192	50.06717896	20.04098892	30.02619004
4.0002048	240.012288	25.02934594	0.274605278	0.002746053	-0.04747195	49.84649539	20.0528717	29.79362369
4.0331232	241.987392	25.24511266	0.275933213	0.002759332	-0.04765615	50.00041113	20.03334045	29.96707068
4.0681296	244.087776	25.24515786	0.279615891	0.002796159	-0.04703723	49.92508125	20.01907349	29.90600776
4.1032224	246.193344	25.50712479	0.281503011	0.00281503	-0.04682516	50.06392298	20.01083374	30.05308924
4.1361408	248.168448	25.66159259	0.282822624	0.002828226	-0.0470644	49.95619402	20.06687164	29.88932238
4.1688432	250.130592	25.78147806	0.284024279	0.002840243	-0.04720519	49.85272598	20.02407074	29.82865524
4.2007248	252.043488	26.01202704	0.285762931	0.002857629	-0.04728247	50.07951956	20.01407623	30.06544333
4.2334848	254.009088	26.53171155	0.287430827	0.002874308	-0.04799807	49.86461771	20.03974915	29.82486856
4.2664032	255.984192	26.71872745	0.28985912	0.002898591	-0.04837069	50.02428837	20.04993439	29.97435398
4.3013664	258.081984	26.95336754	0.292673163	0.002926732	-0.04886504	49.85718789	20.0037384	29.85344949
4.3364448	260.186688	27.09614968	0.294697664	0.002946977	-0.04893491	50.05423541	20.01628876	30.03794665
4.3694208	262.165248	27.25143119	0.296208755	0.002962088	-0.04951713	49.81377473	20.04970551	29.76406922
4.4022816	264.136896	27.53622699	0.299031134	0.002990311	-0.05039786	50.07654495	20.03726959	30.03927536
4.4341632	266.049792	27.76596226	0.302222604	0.003022226	-0.05149349	49.90685844	20.00217438	29.90468406
4.4669664	268.017984	27.83729683	0.303834992	0.00303835	-0.0519021	50.05986304	20.02586365	30.03399939
4.4999424	269.996544	28.0559115	0.30537799	0.00305378	-0.05205454	49.84565125	20.0510788	29.79457245
4.5350064	272.100384	28.35689093	0.308179549	0.003081795	-0.05198785	50.05415502	20.03105164	30.02310338
4.5700416	274.202496	28.49395455	0.31088259	0.003108826	-0.0521858	49.80485091	20.03013611	29.7747148
4.6030176	276.181056	28.78525996	0.313219305	0.003132193	-0.05349526	50.06034541	20.04226685	30.01807856
4.6357776	278.146656	28.93308254	0.315748895	0.003157489	-0.05413253	49.90208836	20.01361847	29.88846989
4.6678032	280.068192	28.97064846	0.316663319	0.003166633	-0.0540362	49.84582543	20.03660202	29.80922341
4.7007792	282.046752	29.04049123	0.319070791	0.003190708	-0.05326767	49.90803757	20.06710052	29.84093705
4.7337984	284.027904	29.0513406	0.321493541	0.003214935	-0.05409124	50.06641521	20.02544403	30.04097118
4.7688192	286.129152	29.29999445	0.323111239	0.003231112	-0.05575727	49.84725914	20.00015259	29.84710655
4.8038976	288.233856	29.60723486	0.325266414	0.003252664	-0.05619252	50.08546877	20.03631592	30.04915285
4.8368736	290.212416	29.81405085	0.327561502	0.003275615	-0.05609725	49.95595284	20.0592804	29.89667244
4.8696336	292.178016	30.14970303	0.330079976	0.0033008	-0.0567631	49.9672483	20.05523682	29.91201148
4.9015008	294.090048	30.51356356	0.33241253	0.003324125	-0.05833403	50.03783488	20.02763748	30.0101974
4.9342608	296.055648	30.61039413	0.334271904	0.003342719	-0.05838907	49.98509593	20.04955292	29.93554301
4.9672368	298.034208	30.94767372	0.337316302	0.003373163	-0.05837849	49.90835915	20.03768921	29.87066994
5.002416	300.14496	31.20270157	0.340538298	0.003405383	-0.05858191	50.07353015	20.08060455	29.9929256
5.0375952	302.255712	31.4615267	0.343239942	0.003432399	-0.05970489	49.87399039	19.98340607	29.89058432
5.0705712	304.234272	31.60419583	0.345118754	0.003451188	-0.05998647	49.98614106	20.01853943	29.96760163
5.1033744	306.202464	31.66495227	0.346103949	0.003461039	-0.06038132	50.06010423	20.03940582	30.02069841
5.135256	308.11536	31.78415964	0.346978128	0.003469781	-0.06061103	49.91085138	20.02861023	29.88224115
5.1680736	310.084416	32.03559364	0.348583575	0.003485836	-0.06026276	49.99289422	20.03360748	29.95928674
5.2010352	312.062112	32.30587841	0.352189938	0.003521899	-0.06070313	49.94504595	20.03043493	29.91461102
5.2329024	313.974144	32.49086006	0.354548856	0.003545489	-0.06145472	50.03196607	20.05432129	29.97764478
5.269032	316.14192	32.70545143	0.357243793	0.003572438	-0.06180528	49.8754777	20.03898621	29.83649149
5.3051472	318.308832	32.94246481	0.359720421	0.003597204	-0.06234816	49.80762453	20.03883362	29.76879091
5.3379648	320.277888	33.11130803	0.361747702	0.003617477	-0.06289756	49.86144881	20.04451752	29.81693129
5.369832	322.18992	33.27472658	0.362689872	0.003626899	-0.06261068	50.09598708	20.04683812	30.04914896
5.4027072	324.162432	33.40858059	0.364238444	0.003642384	-0.06018125	50.04663811	20.03845215	30.00818596
5.435712	326.14272	33.66801599	0.366906783	0.003669068	-0.0631675	49.8494298	20.00339508	29.84603472
5.4675936	328.055616	33.82533177	0.368777258	0.003687773	-0.06381958	50.06010423	20.02799988	30.03210435
5.5006704	330.040224	33.99064895	0.371073743	0.003710737	-0.06424725	49.86225276	20.05756378	29.80468898
5.5334304	332.005824	34.1685785	0.372695835	0.003726958	-0.06356552	49.86225276	20.05924225	29.80301051
5.5685088	334.110528	34.43502079	0.37461303	0.00374613	-0.06226665	49.82691927	20.0478363	29.77908297
5.603688	336.22128	34.57068304	0.375834575	0.003758346	-0.06257999	49.98812413	20.00290553	29.9852186
5.636448	338.18688	34.85914049	0.378713846	0.003787138	-0.06337815	50.08776002	20.0359726	30.05178742
5.6697408	340.184448	35.0446646	0.381497363	0.003814974	-0.06427371	49.9014854	20.02796173	29.87352367
5.7022848	342.137088	34.95488612	0.384550069	0.003845501	-0.06477971	50.02806692	20.05203247	29.97603445
5.7353616	344.121696	35.14027462	0.385797513	0.003857975	-0.06484958	49.89280276	20.01907349	29.87372927
5.7681648	346.089888	35.36078794	0.387751258	0.003877513	-0.06637605	50.01600771	20.00617981	30.0098279
5.800104	348.00624	35.63554806	0.389234587	0.003892346	-0.06719221	50.02590966	20.02681096	29.9990987
5.8361904	350.171424	36.02185322	0.391115014	0.00391115	-0.06744486	50.05712962	20.03822327	30.01890635
5.8720752	352.324512	36.38917197	0.394290988	0.00394291	-0.06795651	50.01524396	20.03917694	29.97606702
5.9049936	354.299616	36.66338964	0.397002352	0.003970024	-0.06825714	49.97158961	20.03433228	29.93725733
5.9368176	356.209056	36.78069838	0.399036573	0.003990366	-0.06890287	50.12200818	20.03570557	30.08630261
5.9697792	358.186752	37.0147734	0.401344145	0.004013441	-0.06862341	49.94526033	20.02780914	29.91745119
6.0025392	360.152352	37.19107555	0.402851073	0.004028511	-0.06840958	49.95744014	20.03890991	29.91853023
6.0344208	362.065248	37.18361662	0.403981972	0.00403982	-0.06907542	49.85359693	20.05634308	29.79725385
6.0671808	364.030848	37.30323085	0.405115635	0.004051156	-0.06922362	50.03461909	20.03868103	29.99593806
6.1000992	366.005952	37.58124579	0.407080467	0.004070805	-0.06994346	49.94819474	20.07961273	29.86858201
6.1351776	368.110656	37.86398472	0.409742346	0.004097423	-0.07012395	50.02366531	20.05167007	29.97199524
6.170256	370.21536	37.96816122	0.411383397	0.004113834	-0.07073845	49.87583947	20.05639076	29.81944871
6.2031744	372.190464	38.20806777	0.412376915	0.004123769	-0.07084325	49.95405686	20.01752853	29.93652833
6.2359344	374.156064	38.42369886	0.414408357	0.004144084	-0.07146252	49.94039645	19.99954224	29.94085421
6.267744	376.06464	38.5202582	0.415525375	0.004155254	-0.07207226	50.02609725	20.0340271	29.99207015
6.3004608	378.027648	38.73412627	0.416814461	0.004168145	-0.0728302	49.87149816	20.06484985	29.80664831
6.3333792	380.002752	38.77196343	0.419002694	0.004190027	-0.07308955	50.06018462	20.03494263	30.02524199
6.3683856	382.103136	38.69124869	0.421240891	0.004212409	-0.07243782	49.83986282	19.99519348	29.84466934
6.4034784	384.208704	38.95179163	0.422295461	0.004222955	-0.07143817	50.03770089	20.02032598	30.01737491
6.4363968	386.183808	39.34182625	0.425145587	0.004251456	-0.07189653	49.8875771	20.03295898	29.85461812
6.4691568	388.149408	39.54145454	0.427429559	0.004274296	-0.07299111	49.89199882	20.02750397	29.86449485
6.5010384	390.062304	40.06032535	0.429781538	0.004297815	-0.07312766	49.91555448	20.04871368	29.8668408
6.533784	392.02704	40.24096725	0.43193648	0.004319365	-0.07298264	49.85955954	20.02193451	29.83762503
6.5667168	394.003008	40.33752658	0.433131195	0.004331312	-0.07248299	49.98573909	20.0169754	29.96876369
6.6017664	396.105984	40.69917203	0.435742425	0.004357424	-0.07294153	49.86639309	20.0082016	29.85819149
6.6368736	398.212416	40.90386336	0.437986399	0.004379864	-0.07423388	49.90389724	20.03101349	29.87288375
6.6698928	400.193568	41.09494777	0.439694525	0.004396945	-0.07467954	49.90193427	20.01918157	29.8827527
6.702912	402.17472	41.26555401	0.441169546	0.004411695	-0.07497912	49.87403059	20.03749847	29.83653212
6.7348944	404.093664	41.43439723	0.443037242	0.004430372	-0.07522788	50.11420989	20.04306793	30.07114196
6.7676544	406.059264	41.72366838	0.445293482	0.004452935	-0.07468906	49.93778362	20.05271912	29.8850645
6.800616	408.03696	42.07695079	0.448337865	0.004483379	-0.073947	49.94562211	20.0246048	29.92101731
6.8357088	410.142528	42.16971284	0.450986315	0.004509863	-0.07433268	49.98734698	20.01735687	29.96999011
6.8707728	412.246368	42.42806331	0.453487227	0.004534872	-0.07452181	49.86948829	20.02933502	29.84015327
6.9036912	414.221472	42.65101772	0.456068164	0.004560682	-0.07613085	49.87285817	20.02636592	29.84649225
6.9364512	416.187072	42.85457891	0.458805892	0.004588059	-0.07767531	49.86940789	20.02819061	29.84121728
6.9683328	418.099968	43.08933201	0.461168958	0.00461169	-0.07842902	49.999366	20.03238678	29.96697922
7.0012368	420.074208	43.20338595	0.462668961	0.00462669	-0.07841632	49.86450381	20.03742218	29.82708163
7.0342128	422.052768	43.43963084	0.464622691	0.004646227	-0.0788895	50.06122975	20.05477905	30.0064507
7.0693056	424.158336	43.71359987	0.467133308	0.004671333	-0.0799599	49.86550875	20.02948761	29.83602114
7.1046288	426.277728	43.98006476	0.470249394	0.004702494	-0.08031329	50.05045686	20.01373291	30.03672395
7.1377056	428.262336	44.21129181	0.473116166	0.004731162	-0.08023496	49.89278936	20.01288732	29.87990204
7.1705232	430.231392	44.50327531	0.47526555	0.004752656	-0.08095373	50.02107258	20.04714966	29.97392292
7.2023904	432.143424	44.72690781	0.478341857	0.004783419	-0.08151372	50.13117318	20.05172729	30.07944589
7.2351504	434.109024	44.82848498	0.480026398	0.004800264	-0.08262946	50.14299121	20.00656128	30.13642993
7.2682704	436.096224	45.09971906	0.482313149	0.004823131	-0.08305925	49.981036	19.99778748	29.98324852
7.3000512	438.003072	45.40282316	0.485679466	0.004856795	-0.08336729	50.09890139	20.04137039	30.057531
7.336224	440.17344	45.27771643	0.488817973	0.00488818	-0.08376373	49.84975138	20.04032135	29.80943003
7.3723392	442.340352	45.44147402	0.490221059	0.004902211	-0.08362558	50.06685739	20.0195694	30.04728799
7.4051568	444.309408	45.57220884	0.49136028	0.004913603	-0.08418451	49.86743822	20.01468658	29.85275164
7.437024	446.22144	45.74986717	0.492818641	0.004928186	-0.08445128	49.88331618	20.01831055	29.86500563
7.469784	448.18704	46.17394167	0.495908814	0.004959088	-0.08665841	49.92375474	20.01628876	29.90746598
7.5027024	450.162144	46.69240562	0.499726094	0.004997261	-0.08975581	49.8601223	20.01758575	29.84253655
7.534728	452.08368	46.85595978	0.502807944	0.005028079	-0.09006174	49.82733464	20.04143397	29.78590067
7.5677472	454.064832	47.06521688	0.505906454	0.005059065	-0.09009985	49.89766665	20.02159119	29.87607546
7.600464	456.02784	47.22646554	0.508542885	0.005085429	-0.09060056	49.80718236	19.99912262	29.80805974
7.6355712	458.134272	47.43436647	0.510637925	0.005106379	-0.09159809	49.80726275	20.02925873	29.77800402
7.6707216	460.243296	47.65867706	0.514488728	0.005144887	-0.09230064	49.96391191	20.02948761	29.9344243
7.7037984	462.227904	47.86128893	0.516785212	0.005167852	-0.09294002	49.93223639	20.01838684	29.91384955
7.7370768	464.224608	48.07705564	0.519017852	0.005190179	-0.09370643	49.88194947	20.04051208	29.84143739
7.7690016	466.140096	48.06390079	0.520485917	0.005204859	-0.0943257	49.88291421	20.03219604	29.85071817
7.8019776	468.118656	48.25267971	0.521357331	0.005213573	-0.09452894	49.84500809	20.03101349	29.8139946
7.8348384	470.090304	48.55347832	0.523663521	0.005236635	-0.0951281	49.89181793	20.02255122	29.86926671
7.8667632	472.005792	48.93008684	0.527831863	0.005278319	-0.09581723	50.00101409	20.03314972	29.96786437
7.90272	474.1632	49.09804855	0.530482859	0.005304829	-0.09628142	49.96005297	20.02120972	29.93884325
7.9386336	476.318016	49.37586007	0.53300481	0.005330048	-0.09616656	49.9137054	19.98874664	29.92495876
7.9716528	478.299168	49.19657434	0.536940032	0.0053694	-0.09636875	50.09756818	20.02864838	30.0689198
8.003736	480.22416	49.32486806	0.538194431	0.005381944	-0.0971701	49.86751862	20.02483368	29.84268494
8.0367696	482.206176	49.50225515	0.538978415	0.005389784	-0.09725796	49.99048238	20.03322601	29.95725637
8.0696304	484.177824	49.74921379	0.541201349	0.005412013	-0.0971087	50.06943002	20.02750397	30.04192605
8.1014976	486.089856	50.03848494	0.543893288	0.005438933	-0.0992682	49.9235236	20.03827095	29.88525265
8.1343728	488.062368	50.42838394	0.545297523	0.005452975	-0.09977632	49.96631706	20.01053492	29.95578214
8.167392	490.04352	50.785328	0.547929807	0.005479298	-0.09865105	50.0253335	20.02403259	30.00130091
8.2025424	492.152544	50.84310086	0.55015782	0.005501578	-0.09876731	49.99550705	20.07038116	29.92512589
8.2376928	494.261568	50.99648374	0.551316916	0.005513169	-0.10010024	49.92009678	20.04173279	29.87836399
8.2707264	496.243584	51.20818195	0.553104151	0.005531042	-0.10066446	50.04615574	19.98718262	30.05897312
8.3034864	498.209184	51.62167831	0.557062959	0.00557063	-0.10127632	49.91708198	20.01979828	29.8972837
8.3354688	500.128128	51.74929395	0.55935665	0.005593566	-0.10135572	50.07312818	20.0402832	30.03284498
8.3682288	502.093728	51.93156325	0.561604567	0.005616046	-0.10158119	50.11377442	20.03237406	30.08140036
8.4011904	504.071424	52.21378232	0.564356161	0.005643562	-0.10219834	49.8769248	20.03952026	29.83740454
8.4331152	505.986912	52.39157627	0.566580477	0.005665805	-0.10288113	49.86205177	20.03562927	29.8264225
8.4693888	508.163328	52.4324196	0.568659105	0.005686591	-0.10410079	50.06014442	20.04920959	30.01093483
8.5055616	510.333696	52.73739973	0.572105884	0.005721059	-0.10435679	50.02481093	20.03074646	29.99406447
8.5383792	512.302752	52.87342362	0.573759899	0.005737599	-0.10497711	49.85481625	20.04493713	29.80987912
8.5703616	514.221696	53.04063943	0.574996256	0.005749963	-0.10554134	49.9855381	20.02037048	29.96516762
8.6031216	516.187296	53.16364409	0.576822324	0.005768223	-0.10556357	49.90582671	19.9993515	29.90647521
