0.000000	0.000000
0.019600	0.121271
0.035700	0.220887
0.052900	0.327308
0.070100	0.433730
0.084300	0.521590
0.100600	0.622443
0.120000	0.742476
0.136400	0.843948
0.153600	0.950370
0.170600	1.055554
0.184700	1.142795
0.200800	1.242410
0.217100	1.343263
0.234400	1.450304
0.251600	1.556725
0.268900	1.663766
0.286400	1.772044
0.302700	1.872897
0.318900	1.973131
0.336400	2.081409
0.353700	2.188449
0.367700	2.275071
0.384200	2.377162
0.400300	2.476777
0.417400	2.582580
0.434700	2.689621
0.452000	2.796661
0.469200	2.903082
0.486100	3.007648
0.502800	3.110976
0.520000	3.217397
0.537000	3.322582
0.551100	3.409823
0.567200	3.509438
0.583500	3.610291
0.600900	3.717950
0.618000	3.823753
0.635100	3.929556
0.652200	4.035359
0.668800	4.138068
0.684900	4.237684
0.702400	4.345961
0.719800	4.453621
0.734000	4.541480
0.750300	4.642333
0.769800	4.762986
0.786100	4.863839
0.803500	4.971498
0.820600	5.077301
0.834500	5.163304
0.850800	5.264157
0.867100	5.365010
0.884400	5.472051
0.901600	5.578472
0.918600	5.683656
0.935800	5.790078
0.952200	5.891550
0.968300	5.991165
0.985600	6.098206
1.002900	6.205246
1.017100	6.293106
1.033300	6.393340
1.052800	6.513992
1.068900	6.613608
1.086300	6.721267
1.103400	6.827070
1.117400	6.913692
1.133300	7.012070
1.152900	7.133341
1.170200	7.240382
1.184900	7.331335
1.202200	7.438375
1.219400	7.544797
1.235800	7.646269
1.251800	7.745266
1.269100	7.852306
1.286200	7.958109
1.300400	8.045969
1.316600	8.146203
1.335900	8.265618
1.352200	8.366471
1.369600	8.474130
1.386700	8.579933
1.400700	8.666555
1.416800	8.766171
1.436400	8.887442
1.452600	8.987676
1.470000	9.095335
1.487400	9.202994
1.501700	9.291473
1.518000	9.392326
1.534400	9.493797
1.551700	9.600838
1.569000	9.707878
1.586200	9.814300
1.603400	9.920721
1.619500	10.020337
1.635800	10.121190
1.653200	10.228849
1.670300	10.334652
1.685300	10.427461
1.702200	10.532027
1.719000	10.635973
1.736400	10.743633
1.753400	10.848817
1.767500	10.936058
1.784700	11.042479
1.802000	11.149520
1.819200	11.255941
1.837000	11.366075
1.851300	11.454554
1.867700	11.556025
1.884000	11.656878
1.901300	11.763919
1.918300	11.869103
1.935600	11.976143
1.953300	12.085659
1.969600	12.186512
1.985700	12.286127
2.003000	12.393167
2.020200	12.499589
2.034300	12.586830
2.050600	12.687683
2.070000	12.807717
2.086400	12.909189
2.103600	13.015610
2.120600	13.120794
2.134700	13.208035
2.150800	13.307651
2.167000	13.407885
2.184200	13.514307
2.201300	13.620110
2.218500	13.726531
2.235800	13.833572
2.252300	13.935662
2.268500	14.035896
2.285800	14.142937
2.302900	14.248740
2.317100	14.336599
2.333200	14.436215
2.352600	14.556249
2.368900	14.657102
2.386100	14.763523
2.403200	14.869326
2.417200	14.955948
2.433200	15.054945
2.452800	15.176216
2.468800	15.275213
2.486000	15.381635
2.503200	15.488056
2.517400	15.575916
2.533700	15.676769
2.553000	15.796184
2.569300	15.897037
2.586500	16.003459
2.603500	16.108643
2.617500	16.195265
2.633800	16.296118
2.653400	16.417389
2.669800	16.518861
2.684000	16.606721
2.701500	16.714998
2.719200	16.824514
2.735600	16.925986
2.751900	17.026839
2.769200	17.133879
2.786500	17.240919
2.800800	17.329398
2.817300	17.431488
2.833500	17.531722
2.851000	17.640000
2.868500	17.748278
2.885800	17.855318
2.903200	17.962977
2.919300	18.062593
2.935600	18.163446
2.952800	18.269868
2.969800	18.375052
2.983900	18.462293
3.000000	18.561908
3.019800	18.684417
3.036000	18.784651
3.053500	18.892929
3.070900	19.000588
3.085600	19.091541
3.102200	19.194251
3.118300	19.293866
3.135800	19.402144
3.153200	19.509803
3.167400	19.597663
3.183700	19.698516
3.203400	19.820406
3.220000	19.923115
3.234300	20.011593
3.251700	20.119252
3.269000	20.226293
3.286300	20.333333
3.303500	20.439755
